source_task_key,task_id,occupation_soc_code,occupation_name,occupational_task,source_table,task_type_raw,emerging_category_raw,rating_status,provisional_source,task_update_month,domain_source,importance_mean_1_5,relevance_pct,frequency_mean_category_1_7,rating_recommend_suppress,detailed_work_activities,home_canonical_task_id,canonical_task_name,responsibility_role,population_scope,home_mapping_relation,detailed_mapping_relation,mapping_rationale,secondary_candidate_canonical_task_ids,review_flag,review_decision,reviewer_notes,source_url,onet_release,canonical_inclusion_status,exclusion_reason
10640,10640,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Maneuver trucks into loading or unloading positions, following signals from loading crew and checking that vehicle and loading equipment are properly positioned.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.50,96.07,5.168,N,Operate vehicles or material-moving equipment.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,central,central,Positioning the truck at loading facilities is precision vehicle operation even though it interfaces with cargo crews.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10641,10641,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Drive trucks with capacities greater than 13 tons, including tractor-trailer combinations, to transport and deliver products, livestock, or other materials.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.46,92.62,5.185,N,Operate vehicles or material-moving equipment.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,central,central,Driving a heavy truck to transport and deliver materials is the defining vehicle-operation responsibility.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10642,10642,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Secure cargo for transport, using ropes, blocks, chain, binders, or covers.",Task Statements,Supplemental,,rated,FALSE,08/2022,Incumbent,4.66,61.18,4.806,N,Secure cargo.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Applying restraints and covers directly establishes secure cargo containment.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10643,10643,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Read bills of lading to determine assignment details.,Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.56,86.75,5.047,N,Review work orders or schedules to determine operations or procedures.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Reading the bill of lading converts shipment documentation into assignment requirements.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10644,10644,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Report vehicle defects, accidents, traffic violations, or damage to the vehicles.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.55,99.39,4.808,N,"Report vehicle or equipment malfunctions.; Notify others of emergencies, problems, or hazards.",TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"Reporting defects directly supports equipment readiness, while accidents and violations also overlap with assignment administration and compliance records.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10645,10645,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Read and interpret maps to determine vehicle routes.,Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.40,90.23,4.892,N,Read maps to determine routes.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Map interpretation produces the planned route before or during assignment execution rather than physically operating the vehicle.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10646,10646,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Couple or uncouple trailers by changing trailer jack positions, connecting or disconnecting air or electrical lines, or manipulating fifth-wheel locks.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.52,88.61,4.587,N,Connect cables or electrical lines.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"Coupling air, electrical, jack, and fifth-wheel systems configures the tractor-trailer for use.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10647,10647,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Collect delivery instructions from appropriate sources, verifying instructions and routes.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.48,93.17,4.833,N,Review work orders or schedules to determine operations or procedures.; Verify information or specifications.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Collecting and verifying instructions and routes establishes the operative assignment.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10650,10650,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Check conditions of trailers after contents have been unloaded to ensure that there has been no damage.,Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.37,89.41,4.741,N,Inspect cargo areas for cleanliness or condition.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"The inspection occurs after cargo handling, but its direct outcome is confirmation of the trailer's physical condition for continued use.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10651,10651,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Crank trailer landing gear up or down to safely secure vehicles.,Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.60,88.79,4.717,N,Operate vehicles or material-moving equipment.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Landing-gear operation safely configures and supports the trailer during coupling or uncoupling.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10653,10653,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Perform basic vehicle maintenance tasks, such as adding oil, fuel, or radiator fluid, performing minor repairs, or washing trucks.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.53,95.47,4.332,N,Maintain vehicles in good working condition.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"Fluids, minor repairs, fueling, and washing sustain basic vehicle condition and availability.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10655,10655,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Inventory and inspect goods to be moved to determine quantities and conditions.,Task Statements,Supplemental,,rated,FALSE,08/2022,Incumbent,4.28,66.15,4.523,N,Acquire supplies or equipment.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Inventory and condition inspection establish the quantity and state of freight entering the driver's custody.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10656,10656,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Remove debris from loaded trailers.,Task Statements,Core,,rated,FALSE,08/2022,Incumbent,3.76,78.22,4.368,N,Remove debris or damaged materials.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"Debris originates in cargo operations, but removing it restores the trailer or cargo area to a usable condition for the next assignment.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10658,10658,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock.",Task Statements,Supplemental,,rated,FALSE,08/2022,Incumbent,4.10,30.12,4.261,N,Monitor cargo area conditions.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Refrigerated and livestock procedures are specialized ways of preserving freight condition and welfare in custody.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10659,10659,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Give directions to laborers who are packing goods and moving them onto trailers.,Task Statements,Supplemental,,rated,FALSE,08/2022,Incumbent,3.64,50.07,4.043,N,Direct material handling or moving activities.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"The task involves directing people, but the directed outcome is correct packing and loading of the freight; broader crew supervision is not evidenced.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10660,10660,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.",Task Statements,Supplemental,,rated,FALSE,08/2022,Incumbent,4.10,37.34,2.739,N,"Install parts, assemblies, or attachments in transportation or material handling equipment.",TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"Chains, blades, and sanders support different operating contexts, but installation or removal principally configures the vehicle and its attachments for use.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
10662,10662,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Perform emergency roadside repairs, such as changing tires or installing light bulbs, tire chains, or spark plugs.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,3.95,69.71,2.627,N,Maintain vehicles in good working condition.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Roadside repair is an emergency-context variant of restoring vehicle readiness.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
19922,19922,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Operate idle reduction systems or auxiliary power systems to generate power from alternative sources, such as fuel cells, to reduce idling time, to heat or cool truck cabins, or to provide power for other equipment.",Task Statements,Supplemental,,rated,FALSE,08/2022,Incumbent,3.84,46.93,4.638,N,Operate green energy production equipment.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"Auxiliary power can be viewed as driver-comfort or energy work, but it is physically a supporting truck system operated to keep the vehicle usable without main-engine idling.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
19923,19923,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Plan or adjust routes based on changing conditions, using computer equipment, global positioning systems (GPS) equipment, or other navigation devices, to minimize fuel consumption and carbon emissions.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.13,80.89,4.908,N,Choose optimal transportation routes or speeds.; Adjust routes or speeds as necessary.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"Planning or adjusting the route is assignment decision work, even when performed dynamically during a trip.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
20692,20692,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Inspect loads to ensure that cargo is secure.,Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.62,90.88,5.146,N,Inspect cargo to ensure it is properly loaded or secured.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Inspecting the loaded freight verifies that cargo securement is adequate before or during transport.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
20693,20693,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Check all load-related documentation for completeness and accuracy.,Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.63,91.58,5.104,N,Review documents or materials for compliance with policies or regulations.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Completeness and accuracy checks establish a valid shipment record and compliant assignment package.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
20694,20694,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Drive trucks to weigh stations before and after loading and along routes in compliance with state regulations.,Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.31,83.55,4.327,N,Operate vehicles or material-moving equipment.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,central,central,"Weigh-station compliance motivates the task, but the described action is driving the truck through a required regulatory-facility sequence.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
20695,20695,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Operate equipment, such as truck cab computers, CB radios, phones, or global positioning systems (GPS) equipment to exchange necessary information with bases, supervisors, or other drivers.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.31,96.32,5.331,N,Operate communications equipment or systems.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"Cab communications exchange the assignment information needed among driver, base, supervisors, and peers.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
20696,20696,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Load or unload trucks or help others with loading or unloading, using special loading-related equipment or other equipment as necessary.",Task Statements,Core,,rated,FALSE,08/2022,Incumbent,4.19,74.13,4.606,N,"Load shipments, belongings, or materials.",TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,Loading or unloading directly changes possession and physical placement of freight.,,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,
20697,20697,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Wrap and secure goods using pads, packing paper, containers, or straps.",Task Statements,Supplemental,,rated,FALSE,08/2022,Incumbent,3.94,50.14,4.661,N,Secure cargo.; Package materials or products.,TRK-01,Transport and deliver freight by heavy truck,primary_output,broad,enabling,enabling,"Wrapping, padding, containerizing, and strapping are packaging and securement variants used for particular freight.",,FALSE,Accept,,https://www.onetonline.org/link/details/53-3032.00,30.3,included,

