occupation_soc_code,occupation_name,job_role_name,industry_group,job_role_definition,bls_soc_code,employment_count,employment_count_reference_year,median_wage,median_wage_reference_year,education_most_common_level,education_data_date,acquire_scope,interpret_scope,decide_scope,act_scope,acquire_weight,interpret_weight,decide_weight,act_weight,acquire_rating,interpret_rating,decide_rating,act_rating,overall_ai_capability_rating,product_with_highest_autonomy_rating,gap_between_highest_and_capability,average_autonomy_all_products,gap_between_average_and_capability,median_autonomy_all_products,gap_between_median_and_capability,total_products,acquire_confidence,interpret_confidence,decide_confidence,act_confidence,review_flag,employment_rank,top_200_employment_occupation
47-2231.00,Solar Photovoltaic Installers,Solar Photovoltaic Installers,Construction,"Assemble, install, commission, inspect, and maintain solar photovoltaic systems in accordance with site requirements, schematics, and applicable codes.",47-2231,28600,2024,53140,2025,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",2024-08-01,"Obtain site, design, code, material, and electrical inputs and collect physical inspection, wiring, voltage, and operating-performance observations from photovoltaic systems.","Assess site suitability, hazards, electrical requirements, installation integrity, and measured system condition to identify conformity, performance issues, and deficiencies.","Select photovoltaic system configurations, array layouts and mounting methods, protective-device and connection specifications, installation sequencing, control settings, and corrective measures consistent with site and code requirements.","Assemble, install, weather-seal, label, configure, activate, commission, repair, and maintain photovoltaic equipment and arrays so the system operates as required.",20,18,17,45,3.2,2.9,2.6,2.0,2.504,1.55,0.954,1.277,1.227,1.38,1.124,3,2.9,2.8,2.4,3.0,False,523,False
41-4011.07,Solar Sales Representatives and Assessors,Solar Sales Representatives and Assessors,Wholesale & Retail Trade,"Sell and recommend solar energy systems by assessing customer needs and sites, estimating system performance and costs, and guiding customers through purchase decisions.",41-4011,303200,2024,104920,2025,Associate's Degree (or other 2-year degree),2024-08-01,"Gather prospective-customer requirements, quote or order details, and site measurements and conditions needed to evaluate a solar installation.","Assess site suitability and translate energy needs, solar resources, shading, orientation, pricing, incentives, and system information into performance and cost estimates.","Select and tailor the solar system, services, and energy-management package that best fits the customer's requirements and site.","Prepare and present the recommended design, specifications, proposal, quote, and contract; explain equipment and purchase options, demonstrate use, and guide the customer through ordering.",20,25,20,35,3.0,3.3,3.4,3.0,3.155,2.0,1.155,1.8,1.355,2.0,1.155,6,2.8,2.9,2.3,2.2,False,135,True
47-2152.04,Solar Thermal Installers and Technicians,Solar Thermal Installer,Construction,"Installs and commissions solar thermal water-heating systems and their associated rooftop, plumbing, electrical, and control components.",47-2152,504500,2024,63800,2025,"High School Diploma - or the equivalent (for example, GED)",2015-07-01,"Obtain site conditions and measurements, system plans and specifications, required components and materials, and results from structural inspections and mechanical, plumbing, electrical, control, leak, and operational tests.","Evaluate site and mounting suitability, collector orientation and tilt, installation hazards, applicable requirements, and test evidence to determine system integrity and proper operation.","Select the system configuration, component locations, installation methods, work priorities, and corrective actions needed to satisfy site, safety, and performance requirements.","Install, connect, protect, seal, insulate, label, and fill the collectors, mounting, plumbing, storage, pumping, electrical, control, and monitoring assemblies; commission the completed system and demonstrate its operation, maintenance, diagnostics, and safety procedures.",12,8,10,70,2.7,2.8,2.7,1.9,2.148,0.3,1.848,0.3,1.848,0.3,1.848,1,2.7,2.4,2.2,3.0,False,79,True
47-2152.04,Solar Thermal Installers and Technicians,Solar Thermal Service Technician,Construction,"Diagnoses, maintains, and repairs installed solar thermal systems to restore reliable operation.",47-2152,504500,2024,63800,2025,"High School Diploma - or the equivalent (for example, GED)",2015-07-01,"Test the installed solar thermal system’s mechanical, plumbing, electrical, and control functions to obtain operational evidence.",Diagnose the source and nature of faults from the system’s test results and operating condition.,Select the maintenance or repair approach needed to restore baseline operation.,Perform the selected maintenance and repairs to restore reliable solar thermal system operation.,25,25,15,35,2.3,3.0,3.0,1.9,2.44,1.15,1.29,1.15,1.29,1.15,1.29,1,2.8,2.4,2.0,3.0,False,79,True
27-4014.00,Sound Engineering Technicians,Audio Postproduction Engineer,Information & Tech Platforms,"Edit, mix, synchronize, reproduce, and prepare recorded audio for completed media productions and archival use.",27-4014,16900,2024,73130,2025,"High School Diploma - or the equivalent (for example, GED)",2025-08-01,"Gather production sound goals, recorded audio assets, visual references, and source media or files needed for postproduction and archival preparation.","Assess the content, quality, balance, timing, and visual alignment of dialogue, music, effects, and other recorded sound.","Determine the editing, mixing, synchronization, equalization, format-conversion, and reproduction treatments required to meet the production's intended sound and preservation needs.","Edit, separate, combine, mix, synchronize, equalize, convert, reproduce, duplicate, and prepare recorded audio as completed production and archival deliverables.",15,25,15,45,3.2,3.0,2.3,3.0,2.925,2.0,0.925,1.65,1.275,1.7,1.225,6,2.9,2.9,2.7,2.5,False,627,False
27-4014.00,Sound Engineering Technicians,Recording and Live Sound Engineer,Information & Tech Platforms,"Capture, control, and mix sound during recording sessions, live performances, and events.",27-4014,16900,2024,73130,2025,"High School Diploma - or the equivalent (for example, GED)",2025-08-01,"Obtain the production’s desired sound requirements and assemble, position, test, and adjust microphones, recording equipment, and signal inputs for sessions and live events.","Monitor sound signals and equipment performance to assess levels, quality, separation, technical faults, and the effects of recording or live conditions.","Choose the sound balance, routing, processing, corrective adjustments, and mixing approach needed to achieve the intended production sound.","Capture recorded sound and operate recording, control, mixing, editing, and postproduction equipment to control and combine voices, instruments, music, and effects for recording sessions, performances, and events.",20,22,18,40,2.3,3.4,2.9,2.7,2.81,2.0,0.81,1.652,1.158,1.62,1.19,5,2.7,2.7,2.3,2.3,False,627,False
11-9179.02,Spa Managers,Spa Managers,"Leisure, Hospitality, & Other","Plan, direct, and coordinate spa operations, staff, services, customer experience, and financial performance.",11-9179,25100,2024,69770,2025,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",2012-07-01,"Gather client, appointment, staffing, facility, inventory, financial, credential, equipment, compliance, and market information needed to operate the spa.","Assess customer feedback, operational conditions, staff performance, financial results, resource needs, and health, safety, and hygiene compliance to identify service and business needs.","Set service programs, customer-service standards, staffing and facility priorities, personnel selections, budgets and financial goals, inventory orders, marketing approaches, and corrective actions.","Direct and coordinate daily spa operations by scheduling guests and staff, recruiting and training personnel, maintaining client and financial records, resolving customer issues, overseeing sales and maintenance, and carrying out operational plans.",20,20,25,35,3.4,2.9,2.3,2.1,2.57,1.75,0.82,1.41,1.16,1.55,1.02,5,2.8,2.7,2.7,2.9,False,553,False
25-2059.00,"Special Education Teachers, All Other","Special Education Teachers, All Other",Government & Public Sector,Provide specialized instruction and educational support to students with disabilities not covered by separately classified special education teaching occupations.,25-2059,41000,2024,76580,2025,,,"Obtain student records, observations, assessments, and progress information needed to provide specialized instruction and educational support.","Assess students’ disability-related learning needs, strengths, and progress to determine their educational implications.","Select individualized instructional approaches, supports, accommodations, and priorities responsive to those needs.",Deliver specialized instruction and educational support to students with disabilities not covered by separately classified special education teaching occupations.,15,25,20,40,2.4,2.2,2.2,2.0,2.15,1.6,0.55,1.4,0.75,1.45,0.7,8,3.0,2.8,2.8,3.0,False,454,False
25-2056.00,"Special Education Teachers, Elementary School","Special Education Teachers, Elementary School",Government & Public Sector,"Teach and support elementary school students with disabilities through individualized academic, behavioral, social, and life-skills instruction.",25-2052,230200,2024,65120,2025,Bachelor's Degree,2025-08-01,"Gather student performance, behavior, developmental, health, test, family, and professional input, and assemble accessible instructional materials and supports.","Evaluate observations, assessments, and standardized-test results to identify each student's strengths, needs, progress, and barriers to learning or participation.","Set individualized objectives and select instructional, behavioral, accessibility, curriculum-modification, placement, safety, and support plans with families and relevant school staff.","Deliver and supervise individualized academic, behavioral, social, personal-development, daily-living, recreational, and experiential instruction; provide accommodations and access support; maintain an orderly, safe learning environment; and communicate student progress.",15,15,15,55,2.8,2.4,2.0,2.0,2.18,1.3,0.88,1.225,0.955,1.225,0.955,8,2.8,2.8,3.0,3.0,False,159,True
25-2055.00,"Special Education Teachers, Kindergarten","Special Education Teachers, Kindergarten",Government & Public Sector,"Teach kindergarten students with disabilities through individualized instruction and support for their academic, social, behavioral, and life-skill development.",25-2052,230200,2024,65120,2025,,,"Gather student assessment results, observations of learning, behavior, development, and health, family and professional input, and the accessible instructional materials and supports needed for individualized teaching.","Evaluate evidence of each student's academic, social, behavioral, physical, and functional development to identify needs, progress, barriers, and learning responses.","Set individualized educational priorities and select or revise IEP-aligned objectives, curriculum adaptations, instructional approaches, behavioral supports, activities, and access arrangements.","Teach and support kindergarten students with disabilities through adapted academic, social, behavioral, sensory-motor, communication, recreational, and life-skill instruction while maintaining a safe, structured, accessible learning environment.",15,20,20,45,2.4,2.1,2.0,1.9,2.035,1.4,0.635,1.3,0.735,1.3,0.735,8,2.7,2.9,3.0,3.0,False,159,True
25-2057.00,"Special Education Teachers, Middle School","Special Education Teachers, Middle School",Government & Public Sector,"Teach and support middle school students with disabilities through individualized academic, social, life-skills, and inclusive education services.",25-2057,94800,2024,66810,2025,Bachelor's Degree,2025-08-01,"Gather student performance, behavior, health, assessment, progress, family, and staff information, along with instructional materials and access needs.","Assess students’ strengths, disabilities, academic, social, behavioral, physical, and independent-living needs from observations, assessments, and progress evidence.","Set individualized educational goals, IEP provisions, instructional objectives, curriculum adaptations, behavior supports, service priorities, and inclusive placements.","Deliver individualized academic, social, life-skills, vocational, behavioral, and inclusive instruction and supports, including safe use of materials, assistive access, progress communication, and coordinated classroom implementation.",18,17,20,45,2.7,2.3,2.0,2.0,2.177,1.37,0.807,1.281,0.896,1.285,0.892,8,3.0,2.7,3.0,2.9,False,300,False
25-2051.00,"Special Education Teachers, Preschool","Special Education Teachers, Preschool",Government & Public Sector,"Teach and support preschool-aged children with disabilities through individualized instruction, developmental care, and special education services.",25-2051,29300,2024,64830,2025,Bachelor's Degree,2019-08-01,"Gather developmental, behavioral, health, and learning information from observation, assessment, records, families, and specialists, and assemble safe, accessible learning environments, materials, and supports.","Assess children’s developmental levels, disabilities, performance, behavior, and emerging needs to identify strengths, barriers, progress, and required accommodations.","Set individualized educational and developmental objectives and select, adapt, and coordinate instructional, behavioral, care, placement, and support strategies with families and educational professionals.","Deliver individualized preschool special education, developmental care, behavior and social-skills support, accessible activities, safety supervision, family communication, staff direction, and required student documentation.",18,15,22,45,2.3,2.1,2.1,1.9,2.046,1.37,0.676,1.286,0.76,1.295,0.751,8,3.0,3.0,2.9,3.0,False,519,False
25-2058.00,"Special Education Teachers, Secondary School","Special Education Teachers, Secondary School",Government & Public Sector,"Teach adapted academic, social, and life skills to secondary students with disabilities while planning and coordinating individualized educational support.",25-2058,164200,2024,74260,2025,Bachelor's Degree,2025-08-01,"Gather student performance, behavior, development, health, assessment, and family-and-professional input, and assemble adapted instructional materials and accessible supports.","Evaluate assessment results and ongoing evidence to determine each student's strengths, needs, progress, and barriers to learning and participation.","Set individualized goals and priorities and select instructional objectives, curriculum adaptations, behavior and support strategies, lesson plans, and appropriate inclusive placements.","Deliver adapted academic, social, daily-living, vocational, and self-advocacy instruction; manage a safe learning environment; and coordinate individualized educational access and support.",15,10,20,55,2.9,2.4,2.0,1.9,2.12,1.3,0.82,1.238,0.883,1.25,0.87,8,3.0,2.7,3.0,3.0,False,207,False
27-1014.00,Special Effects Artists and Animators,Special Effects Artists and Animators,Information & Tech Platforms,"Create animations, special effects, and related visual content using digital and traditional media for entertainment, advertising, and other products.",27-1014,57100,2024,102030,2025,Bachelor's Degree,2019-08-01,"Assemble visual references, source material, scanned artwork or objects, project requirements, and production constraints needed to develop visual content.","Evaluate those inputs to determine narrative flow, motion, appearance, spatial form, simulated behavior, and technical presentation requirements.","Select the visual concept, design treatment, sequencing, production approach, and resource priorities for the content.","Create, model, animate, render, edit, coordinate, and produce animations, special effects, illustrations, and related finished visual media using digital and traditional techniques.",12,20,18,50,2.9,3.0,2.2,2.3,2.494,1.7,0.794,1.6,0.894,1.7,0.794,5,2.8,2.5,2.8,2.8,False,394,False
55-3018.00,Special Forces,Special Forces,Government & Public Sector,"Implement unconventional military operations by air, land, or sea as a member of an elite team during combat or peacetime.",,,,,,,,"Gather operational intelligence, terrain and environmental observations, mission requirements, equipment, and team-status inputs needed for unconventional operations.","Assess intelligence, conditions, threats, team readiness, and mission constraints to establish their operational meaning.","Select immediate tactics, movement, engagement, support, and contingency actions within the assigned mission.","Execute unconventional military operations by air, land, or sea as an elite team member in combat or peacetime.",20,15,10,55,3.0,2.0,2.0,1.5,1.925,1.9,0.025,1.49,0.435,1.45,0.475,5,2.8,3.0,3.0,3.0,False,,False
55-1017.00,Special Forces Officers,Special Forces Officers,Government & Public Sector,Lead elite teams in planning and conducting unconventional and politically sensitive military operations during combat or peacetime.,,,,,,,,"Obtain and assemble mission objectives, intelligence, team capabilities, resources, and operational conditions for unconventional and politically sensitive operations.","Assess operational, political, security, and human factors to determine mission implications, threats, opportunities, and constraints.","Select operational plans, priorities, team employment, and risk-responsive courses of action for combat or peacetime missions.","Lead elite teams in preparing for, coordinating, and conducting the selected operations.",20,25,30,25,2.8,2.1,2.0,1.5,2.06,2.0,0.06,1.63,0.43,1.45,0.61,5,2.9,2.9,3.0,3.0,False,,False
29-1127.00,Speech-Language Pathologists,Speech-Language Pathologists,Healthcare & Social Assistance,"Assess, diagnose, and treat communication and swallowing disorders while supporting clients, families, and care or education teams.",29-1127,187400,2024,97870,2025,Master's Degree,2022-08-01,"Administer communication and swallowing evaluations, gather relevant medical, educational, and background information, and observe treatment responses to establish and update the client evidence base.",Analyze evaluation findings and ongoing progress to identify the type and degree of communication or swallowing impairment and determine treatment-relevant needs.,"Select, individualize, and revise treatment plans, communication strategies or devices, service referrals, and coordinated recommendations for clients and care or education teams.","Deliver speech, language, voice, fluency, swallowing, and alternative-communication interventions; educate clients, families, and teams; coordinate care; and document evaluation, treatment, progress, and discharge.",20,20,15,45,2.3,2.3,2.1,2.0,2.135,1.35,0.785,1.25,0.885,1.2,0.935,3,3.0,2.6,2.7,3.0,False,185,True
31-9099.01,Speech-Language Pathology Assistants,Speech-Language Pathology Assistants,Healthcare & Social Assistance,"Assist speech-language pathologists by delivering directed treatment activities, supporting assessment, and monitoring client progress and communication supports.",31-9099,109700,2024,48430,2025,Associate's Degree (or other 2-year degree),2022-08-01,"Gather client screening, assessment, and treatment-performance observations, and prepare the materials and functioning equipment needed for directed services.",Organize and synthesize client observations and performance data into progress records and visual displays against established treatment objectives.,Select suitable instructional and communication-support materials for activities within the directed treatment plan.,Deliver directed treatment activities that remediate or develop clients' speech and language skills.,20,15,10,55,2.0,3.2,3.1,2.0,2.29,1.45,0.84,1.14,1.15,1.0,1.29,5,3.0,3.0,2.0,3.0,False,278,False
29-1229.06,Sports Medicine Physicians,Sports Medicine Physicians,Healthcare & Social Assistance,"Diagnose, treat, rehabilitate, and help prevent sports- and activity-related injuries and medical conditions in athletes.",29-1229,340700,2024,265930,2025,Doctoral Degree,2012-07-01,"Obtain athletes’ histories, examinations, laboratory and imaging results, fitness and injury-risk evaluations, and relevant observations at practices or competitions.","Evaluate clinical, functional, and mental-health findings to diagnose sports- and activity-related injuries or medical conditions and assess fitness, risk, pain, and rehabilitation progress.","Determine treatment, medication, rehabilitation, referral, protective-equipment, exercise, emergency-care, prevention, and activity-participation plans, including restrictions on harmful practices or return to competition.","Deliver and coordinate medical care for injuries and conditions, prescribe indicated therapies and equipment, supervise rehabilitation, provide event coverage and emergency readiness, and counsel athletes and care teams on prevention and safe participation.",25,30,20,25,2.2,2.4,2.3,2.0,2.23,2.0,0.23,1.71,0.52,1.75,0.48,5,3.0,2.8,2.9,3.0,False,122,True
51-8021.00,Stationary Engineers and Boiler Operators,Stationary Engineers and Boiler Operators,Manufacturing,"Operate, monitor, maintain, and troubleshoot stationary boilers, engines, and auxiliary equipment that provide utilities for buildings, vessels, or industrial processes.",51-8021,33300,2024,78620,2025,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",2023-08-01,"Monitor and inspect utility equipment, controls, safety devices, and ventilation; obtain operating readings, water-quality and electrical test results, fuel-use measurements, and operating instructions needed to sustain safe service.","Evaluate instrument readings, test results, equipment condition, and alarms to identify departures from required operating, water-quality, electrical, air-quality, efficiency, and safety conditions.","Determine required operating adjustments, corrective treatment, control mode, equipment isolation, repair response, and escalation needed to maintain continuous, reliable utility service.","Operate boilers, engines, burners, and auxiliary equipment; adjust valves and controls; perform startup, shutdown, isolation, cleaning, lubrication, installation, repair, and other corrective work to provide required utilities safely.",25,25,15,35,3.4,3.2,2.2,2.0,2.68,2.0,0.68,1.63,1.05,1.5,1.18,5,2.9,2.8,2.8,3.0,False,497,False
43-9111.00,Statistical Assistants,Statistical Assistants,Professional & Business Services,"Compile, validate, analyze, and present data to support statistical studies and related reporting.",43-9111,6500,2024,50330,2025,Bachelor's Degree,2015-07-01,"Collect survey and source-record data, organize and code it, enter it into usable datasets, and obtain presentation requirements for statistical studies and reporting.","Verify data completeness, accuracy, and usability, then compute and analyze the validated data to develop statistical findings.","Select appropriate statistical tests, resolve the disposition of unusable responses, and determine the analytical and presentation approach.","Maintain the resulting data resources and prepare, publish, and distribute reports, charts, graphs, and other presentations of the findings.",35,30,10,25,3.0,3.0,2.4,3.3,3.015,1.9,1.115,1.9,1.115,1.9,1.115,5,2.9,3.0,2.8,2.2,False,757,False
15-2041.00,Statisticians,Statisticians,Professional & Business Services,"Develop and apply statistical theories and methods to design studies, analyze numerical data, and communicate valid findings.",15-2041,32200,2024,105650,2025,Master's Degree,2024-08-01,"Obtain and prepare study and method-validation evidence by retrieving or collecting observations, applying and directing sampling or tabulation procedures, testing candidate designs or methods, and checking, organizing, adjusting, and weighting raw data.","Analyze study and validation evidence, source limitations, and relevant theory to identify relationships, trends, differences, influential factors, method validity, and defensible conclusions.","Select and tailor research designs, data-collection and sampling plans, and statistical methods appropriate to the question, evidence limitations, and validity requirements.","Develop and deliver new or adapted statistical methods and analytical programs, and communicate chosen study plans and findings through visual, technical, scholarly, and oral reports.",25,35,20,20,2.9,2.9,2.6,2.9,2.84,1.55,1.29,1.55,1.29,1.55,1.29,6,2.8,2.8,2.4,2.7,False,502,False
53-7065.00,Stockers and Order Fillers,Order Fillers,Transportation & Warehousing,"Fulfills customer or coworker orders by interpreting requisitions, retrieving and checking specified stock, packing it, and issuing or distributing completed orders.",53-7065,2764800,2024,37330,2025,"High School Diploma - or the equivalent (for example, GED)",2022-08-01,"Obtain incoming requisitions and retrieve candidate merchandise from storage, using appropriate stock-handling equipment when needed.","Determine required item identifiers, attributes, and quantities, then assess retrieved stock for matches, wear, defects, or other discrepancies.","Select suitable stock, packaging, and handling methods, and determine how to resolve shortages, defects, or mismatches before release.","Pack suitable stock, report fulfillment-blocking defects, issue or distribute completed orders, and finalize order receipts and outgoing-order records.",40,15,10,35,2.3,3,3,2.2,2.44,2.0,0.44,1.497,0.943,1.35,1.09,31,2.8,2.9,2.2,2.8,False,9,True
53-7065.00,Stockers and Order Fillers,Stockers,Transportation & Warehousing,"Stockers maintain accessible, sale-ready inventory by receiving, inspecting, organizing, labeling, moving, recording, and replenishing merchandise.",53-7065,2764800,2024,37330,2025,"High School Diploma - or the equivalent (for example, GED)",2022-08-01,"Receive, unload, unpack, count, and inspect merchandise while obtaining shipment records, inventory data, price lists, demand information, and storage constraints.","Assess shipment accuracy, merchandise identity and condition, replenishment needs, and placement constraints using counts, records, price data, demand, and facility conditions.","Select storage methods and locations, replenishment priorities, safe handling approaches, and appropriate return or disposal routes for damaged or defective merchandise.","Record receipts and stock changes; move, store, label, price-mark, and replenish merchandise safely, using handling equipment and processing defective items.",30,10,10,50,2.1,3,3.5,2,2.28,2.0,0.28,1.539,0.741,1.5,0.78,28,2.9,2.9,2.5,3,False,9,True
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Stone Carver,Manufacturing,"Create and finish ornamental designs, figures, reliefs, and detailed surfaces in stone.",51-9195,41700,2024,46170,2025,"High School Diploma - or the equivalent (for example, GED)",2015-07-01,"Obtain design specifications, models, sketches, dimensional measurements, and tactile observations of carved surfaces.","Assess design references, cut depths, dimensions, and surface condition to identify layout, conformance, and finishing requirements.","Select carving or cutting techniques, tools, stencil configurations, work sequence, and needed refinements.","Lay out designs on stone and carve, cut, drill, blast, shape, detail, and smooth the stone to the specified design and finish.",10,10,10,70,4.0,3.0,2.9,2.1,2.46,1.9,0.56,1.9,0.56,1.9,0.56,1,3.0,2.2,2.0,2.4,False,450,False
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Stone Cutter,Manufacturing,"Cut, shape, and finish stone blocks and surfaces to specified dimensions and patterns.",51-9195,41700,2024,46170,2025,"High School Diploma - or the equivalent (for example, GED)",2015-07-01,"Obtain diagrams, patterns, models, and blueprints; transfer specified layouts to stone; and measure cut depths and dimensions for conformance evidence.","Translate design specifications and measurement results into required forms, dimensions, depths, finishes, and conformance findings.","Select cutting and carving techniques, appropriate tools, their sequence of use, and adjustments needed to meet specifications.","Set up and operate cutting, carving, drilling, blasting, stenciling, and surface-dressing processes to shape and finish stone to the specified dimensions and patterns.",12,10,13,65,3.9,3.8,3.0,2.8,3.058,1.88,1.178,1.358,1.701,1.225,1.833,4,2.8,2.7,2.0,2.1,False,450,False
47-2022.00,Stonemasons,Stonemasons,Construction,"Build, install, finish, and repair stone, marble, and related masonry structures and monuments.",47-2022,12100,2024,57390,2025,"High School Diploma - or the equivalent (for example, GED)",2025-08-01,"Obtain and assemble specified patterns, site measurements, foundation and surface conditions, masonry materials, and placement references needed for the work.","Assess measurements, patterns, alignment, fit, surface condition, and damage to establish construction, finishing, and repair requirements.","Select the work sequence and appropriate positioning, anchoring, joint-treatment, finishing, or repair methods for the established requirements.","Lay out, shape, place, align, anchor, join, clean, finish, and repair stone, marble, monuments, foundations, specialized linings, and related masonry structures.",15,10,10,65,3.1,3.0,3.0,2.0,2.365,,,,,,,0,2.9,2.6,2.0,3.0,False,690,False
47-2221.00,Structural Iron and Steel Workers,Structural Iron and Steel Workers,Construction,"Erect, position, align, secure, modify, and dismantle structural steel and related components to form structural frameworks and assemblies.",47-2221,65700,2024,62780,2025,"High School Diploma - or the equivalent (for example, GED)",2015-07-01,"Obtain and stage steel and related components, retrieve requirements from drawings and instructions, and take layout and alignment measurements needed for erection, modification, or dismantling.","Determine required member locations, sizes, orientations, connections, and alignment conditions from drawings, instructions, and measurements.","Select the hoisting, positioning, alignment-correction, connection, fabrication, or dismantling sequence needed to achieve the specified assembly.","Fabricate or modify components and physically rig, hoist, guide, position, align, secure, fit associated components, and dismantle structural frameworks and assemblies.",15,10,5,70,2.7,3.1,2.6,2.0,2.245,1.1,1.145,0.75,1.495,0.75,1.495,2,2.8,2.7,2.3,2.9,False,370,False
51-2041.00,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,Manufacturing,"Fabricate, position, align, fit, and assemble structural metal components and products to specification.",51-2041,53800,2024,51330,2025,"High School Diploma - or the equivalent (for example, GED)",2024-08-01,"Obtain drawings, specifications, materials, and workpieces, and measure and inspect stock, components, and assemblies for dimensional and conformance evidence.","Derive material requirements, dimensions, allowances, fabrication sequences, fit assessments, and conformance findings from drawings, measurements, and inspections.","Select fabrication and assembly methods, equipment settings, positioning approaches, and corrective actions needed to meet specifications.","Lay out and mark workpieces; prepare fixtures, equipment, and access; and move, form, cut, fit, align, join, finish, correct, assemble, and install structural metal components and products.",14,11,10,65,3.2,3.1,2.7,2.0,2.359,1.86,0.499,1.135,1.224,1.11,1.249,4,2.9,2.8,2.2,3.0,False,409,False
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Substance Abuse Prevention Specialist,Healthcare & Social Assistance,"Develop, implement, and evaluate community education and prevention programs addressing substance use and behavioral disorders.",21-1018,483500,2024,59350,2025,Master's Degree,2021-08-01,"Gather community needs, substance-use and behavioral-disorder data, prevention resources, stakeholder input, and program outcome information.","Assess community prevention needs, relevant evidence, and outcome data to determine program relevance and effectiveness.","Set program objectives and select, refine, or discontinue education and prevention approaches with community partners.","Create program materials, coordinate implementation with community partners, and deliver community education and prevention programs addressing substance use and behavioral disorders.",20,20,25,35,2.7,2.7,2.0,2.0,2.28,1.0,1.28,1.0,1.28,1.0,1.28,1,3.0,2.9,3.0,3.0,False,83,True
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Substance Abuse and Behavioral Disorder Counselor,Healthcare & Social Assistance,"Counsel clients and families affected by substance use or behavioral disorders through assessment, treatment planning, therapeutic intervention, and recovery support.",21-1018,483500,2024,59350,2025,Master's Degree,2021-08-01,"Gather client histories, interviews, records, biological test results, family and professional input, and ongoing treatment and post-discharge progress information.","Assess substance-use dependency, mental and physical condition, program suitability, goal progress, treatment effectiveness, and changes in client needs.","Develop, revise, and prioritize individualized treatment, referral, crisis-response, discharge, and aftercare plans in coordination with relevant providers and services.","Deliver individual, group, and family counseling; provide recovery education, advocacy, referrals, program orientation, coordinated care, follow-up support, and required client-progress documentation.",20,24,21,35,2.8,2.2,2.1,2.0,2.229,1.24,0.989,1.12,1.109,1.12,1.109,6,3.0,2.8,2.9,3.0,False,83,True
25-3031.00,"Substitute Teachers, Short-Term","Substitute Teachers, Short-Term",Government & Public Sector,Provide temporary classroom instruction and student supervision by carrying out an absent teacher's lesson plans.,25-3031,510100,2024,41670,2025,Bachelor's Degree,2025-08-01,"Obtain the absent teacher’s lesson plans and instructional materials, record attendance, monitor students’ questions, work, conduct, and access needs, and collect completed assignments or tests.","Assess student understanding, academic or adjustment difficulties, behavior, and support needs from classroom interactions, observations, and completed work.","Select instructional pacing, explanations, individual or small-group assistance, supervision responses, and classroom-management actions consistent with the lesson plans.","Deliver planned instruction, answer and tutor students, facilitate learning and recreational activities, distribute needed materials, maintain order, and supervise and support students in classroom and school settings.",15,15,10,60,2.7,2.0,2.0,2.0,2.105,1.25,0.855,0.975,1.13,1.1,1.005,6,2.9,3.0,2.9,3.0,False,77,True
53-4041.00,Subway and Streetcar Operators,Subway and Streetcar Operators,Transportation & Warehousing,Operate subway trains and streetcars safely and on schedule to transport passengers.,53-4041,9600,2024,86380,2025,"High School Diploma - or the equivalent (for example, GED)",2021-08-01,"Continuously obtain operating inputs by monitoring route signals, track and crossing conditions, vehicle indications, schedule status, and passenger service needs.","Assess those inputs to identify hazards, vehicle problems, schedule deviations, and the operational significance of passenger or emergency circumstances.","Select speed, dwell and door timing, service communications, and necessary responses to operational problems or emergencies.","Operate the rail vehicle and doors to transport passengers safely and on schedule, communicate service conditions and operational problems, and direct evacuations when required.",30,20,15,35,3.9,3.0,2.9,2.7,3.15,2.0,1.15,1.875,1.275,2.0,1.15,4,2.8,2.5,2.4,2.5,False,716,False
11-3071.04,Supply Chain Managers,Supply Chain Managers,Transportation & Warehousing,"Direct and coordinate integrated supply chain activities to optimize the cost, availability, movement, storage, and environmental performance of materials and products.",11-3071,216700,2024,107230,2025,Bachelor's Degree,2017-07-01,"Obtain demand, forecast, cost, inventory, process-flow, supplier, transportation, materials, technology, and environmental-performance inputs through planning coordination, monitoring, site observations, and measurement.","Analyze supply, inventory, cost, supplier, life-cycle, carbon-footprint, and market-condition information to assess availability, performance, waste, service, and environmental effects.","Set performance measures and select integrated sourcing, supplier, material, staffing, routing, warehousing, technology, process, and supply-chain strategies that optimize cost, availability, movement, storage, and environmental performance.","Direct purchasing, inventory, receiving, warehousing, distribution, cross-functional transitions, supplier arrangements, process improvements, and reverse-logistics operations to execute the integrated supply chain.",24,27,28,21,3.0,3.1,2.1,2.2,2.607,1.79,0.817,1.55,1.057,1.51,1.097,7,2.8,2.8,2.8,2.7,False,170,True
