product_task_assessment_id,company_id,company_name,product_id,product_name,product_ai_release_id,product_date_assessed,product_configuration_assessed,product_task_coverage,supported_case_scope,product_task_relationship,primary_user_role,occupation_soc_code,occupation_name,canonical_task_set_version,canonical_task_id,canonical_task_name,task_scope_version,jurisdiction_code,capability_date_assessed,capability_protocol_version,acquire_product_autonomy_rating,interpret_product_autonomy_rating,decide_product_autonomy_rating,act_product_autonomy_rating,acquire_ai_capability,interpret_ai_capability,decide_ai_capability,act_ai_capability,acquire_gap,interpret_gap,decide_gap,act_gap,signoff_date_assessed,signoff_applicability_scope,acquire_formal_signoff_status,interpret_formal_signoff_status,decide_formal_signoff_status,act_formal_signoff_status,signoff_reason_codes,product_assessment_status,capability_assessment_status,signoff_assessment_status,gap_assessment_status
pta_swd01_v034_de0dc4a641d88822,oxlo_ai,oxlo.ai,oxcode_ai_software_engineer_prod,OxCode - AI Software Engineer,,2026-08-20,"OxCode - AI Software Engineer, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh official Open VSX registry metadata plus current download artifact; HTTP/page status=200. AI Software Engineer AI-powered agentic coding assistant by Oxlo.ai The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,Fresh official Open VSX registry metadata plus current download artifact; HTTP/page status=200. AI Software Engineer AI-powered agentic coding assistant by Oxlo.ai,occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_18bf1acf9f9f4f84,brpavan_kotlin_analyzer,Brpavan - Kotlin Analyzer,paer_persistent_autonomous_engineering_runtime_prod,PAER — Persistent Autonomous Engineering Runtime,,2026-08-20,"PAER — Persistent Autonomous Engineering Runtime, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh live Visual Studio Marketplace page with installation command and version history; HTTP/page status=200. Visual Studio Marketplace Skip to content Marketplace Sign in Visual Studio Code AI PAER — Persistent Autonomous Engineering Runtime New to Visual Studio Code? The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,Fresh live Visual Studio Marketplace page with installation command and version history; HTTP/page status=200. Visual Studio Marketplace Skip to content Marketplace Sign in Visual Studio Code AI PAER — Persistent Autonomous Engineering Runtime New to Visual Studio Code?,occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_20df49eb1942e0aa,7edge,7EDGE,pherix_prod,PHERIX,,2026-08-20,"PHERIX, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh live Visual Studio Marketplace page with installation command and version history; HTTP/page status=200. PHERIX: AI-powered full-stack application development with multi-agent code generation, codebase baselining, infrastructure automation, and human-in-loop oversight PHERIX The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,"Fresh live Visual Studio Marketplace page with installation command and version history; HTTP/page status=200. PHERIX: AI-powered full-stack application development with multi-agent code generation, codebase baselining, infrastructure automation, and human-in-loop oversight PHERIX",occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_da057d1bca6f25a5,salehhashemi1992,salehhashemi1992,pr_auto_describe_prod,PR Auto Describe,,2026-08-20,"PR Auto Describe, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Auto Describe Automatically generate descriptions for pull requests using AI. The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Auto Describe Automatically generate descriptions for pull requests using AI.,occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_ffcc647b0d2f0013,nardbagel,nardbagel,pr_comment_analysis_prod,PR Comment Analysis,,2026-08-20,"PR Comment Analysis, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Comment Analysis GitHub Action This GitHub Action analyzes pull request diffs using an LLM (Large Language Model) and automatically adds relevant comments to the PR. The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Comment Analysis GitHub Action This GitHub Action analyzes pull request diffs using an LLM (Large Language Model) and automatically adds relevant comments to the PR.,occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_a1dee5f7c02cad10,noahlundsyrdal,NoahLundSyrdal,pr_copilot_ai_prod,PR Copilot AI,,2026-08-20,"PR Copilot AI, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. pr-reviewer [![CI](https://github.com/NoahLundSyrdal/prReviewer/actions/workflows/ci.yml/badge.svg)](https://github.com/NoahLundSyrdal/prReviewer/actions/workflows/ci.yml) [![Python 3.11+](https://img.shields.io/badge/python-3.11%2B-blue.svg)](https://www.python.org/downloads/) [![License: MIT](https://img.shields.io/badge/license-MIT-green.svg)](LICENSE) LLM-powered code review that posts structured, actionable inline comments on your pull requests — automatically. The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,"Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. pr-reviewer [![CI](https://github.com/NoahLundSyrdal/prReviewer/actions/workflows/ci.yml/badge.svg)](https://github.com/NoahLundSyrdal/prReviewer/actions/workflows/ci.yml) [![Python 3.11+](https://img.shields.io/badge/python-3.11%2B-blue.svg)](https://www.python.org/downloads/) [![License: MIT](https://img.shields.io/badge/license-MIT-green.svg)](LICENSE) LLM-powered code review that posts structured, actionable inline comments on your pull requests — automatically.",occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_aaaf349dbf897aac,abhinavchadaga,abhinavchadaga,pr_description_generator_prod,PR Description Generator,,2026-08-20,"PR Description Generator, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Description Generator [![GitHub Super-Linter](https://github.com/abhinavchadaga/claude-automated-pr-desc-action/actions/workflows/linter.yml/badge.svg)](https://github.com/super-linter/super-linter) ![CI](https://github.com/abhinavchadaga/claude-automated-pr-desc-action/actions/workflows/ci.yml/badge.svg) [![Check dist/](https://github.com/abhinavchadaga/claude-automated-pr-desc-action/actions/workflows/check-dist.yml/badge.svg)](https://github.com/abhinavchadaga/claude-automated-pr-desc-action/actions/workflows The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Description Generator [![GitHub Super-Linter](https://github.com/abhinavchadaga/claude-automated-pr-desc-action/actions/workflows/linter.yml/badge.svg)](https://github.com/super-linter/super-linter) ![CI](https://github.com/abhinavchadaga/claude-automated-pr-desc-action/actions/workflows/ci.yml/badge.svg) [![Check dist/](https://github.com/abhinavchadaga/claude-automated-pr-desc-action/actions/workflows/check-dist.yml/badge.svg)](https://github.com/abhinavchadaga/claude-automated-pr-desc-action/actions/workflows,occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_ba3926b0e9a3a6d8,sudo_whodo,sudo-whodo,pr_diff_analyzer_prod,PR Diff Analyzer,,2026-08-20,"PR Diff Analyzer, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Genius An AI-powered pull request analyzer that provides detailed code reviews and documentation suggestions. The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Genius An AI-powered pull request analyzer that provides detailed code reviews and documentation suggestions.,occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_009d83f9beb87787,david_wagih,david-wagih,pr_genie_prod,PR Genie 🧞,,2026-08-20,"PR Genie 🧞, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Genie 🧞 An AI-powered code review assistant for your pull requests that provides intelligent code analysis, suggestions, and best practices recommendations. The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,"Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Genie 🧞 An AI-powered code review assistant for your pull requests that provides intelligent code analysis, suggestions, and best practices recommendations.",occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_b10ed32677a8ded2,amirhosseinhonardoust,AmirhosseinHonardoust,pr_guardian_ai_prod,PR Guardian AI,,2026-08-20,"PR Guardian AI, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh live GitHub Marketplace application page with setup/pricing path; HTTP/page status=200. AI-powered GitHub app that reviews pull requests, finds issues, and improves code quality automatically PR Guardian AI Marketplace View all features Solutions BY COMPANY SIZE Enterprises Small and medium teams Startups Nonprofits BY USE CASE App Modernization DevSecOps DevOps CI/CD View all use cases BY INDUSTRY Healthcare Financial services Manufacturing Government View all industries View all solutions Resources EXPLORE BY TOPIC AI Software Development DevOps Security View all topics EXPLORE BY TYPE Customer stories Events & webinars Ebooks The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,"Fresh live GitHub Marketplace application page with setup/pricing path; HTTP/page status=200. AI-powered GitHub app that reviews pull requests, finds issues, and improves code quality automatically PR Guardian AI Marketplace View all features Solutions BY COMPANY SIZE Enterprises Small and medium teams Startups Nonprofits BY USE CASE App Modernization DevSecOps DevOps CI/CD View all use cases BY INDUSTRY Healthcare Financial services Manufacturing Government View all industries View all solutions Resources EXPLORE BY TOPIC AI Software Development DevOps Security View all topics EXPLORE BY TYPE Customer stories Events & webinars Ebooks",occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_3fc135215aa1babc,cgseyhan,cgseyhan,pr_state_bug_hunter_prod,PR State Bug Hunter,,2026-08-20,"PR State Bug Hunter, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR State Bug Hunter An Enterprise-Grade, AI-Powered Static & Semantic Analysis Engine for GitHub Actions. The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,"Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR State Bug Hunter An Enterprise-Grade, AI-Powered Static & Semantic Analysis Engine for GitHub Actions.",occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_b910dd6610537449,meido_ai,meido-ai,pr_summarizer_prod,PR Summarizer,,2026-08-20,"PR Summarizer, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Summarizer A GitHub Action that automatically generates pull request descriptions using AI (OpenAI or Anthropic). The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. PR Summarizer A GitHub Action that automatically generates pull request descriptions using AI (OpenAI or Anthropic).,occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v03_swd_pr_agent,qodo,Qodo,pr_agent_prod,PR-Agent,,2026-08-20,"PR-Agent, current U.S.-accessible configuration documented at the cited source as of 2026-08-20. Documented SWD-01 function: The current official repository explicitly distinguishes community-owned PR-Agent from Qodo's hosted offering and documents GitHub Action, CLI, Docker, and self-hosted deployment paths. Assessed configuration boundary: repository or change-review configuration that produces findings or candidate fixes for human review and release.",narrow_fragment,"A bounded pull-request, code-quality, or application-security review episode over an authorized codebase or change, through findings, recommendations, or a reviewable fix artifact; merge, production release, and broader security ownership are excluded.",occupation_worker_tool,"Software developer, code reviewer, or application-security engineer",15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,2,3,2,2,4,4,4,4,2,1,2,2,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,calibration_draft,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_1df1dc489b593d89,puntorigen,puntorigen,pr_rules_checker_prod,PR-Rules-Checker,,2026-08-20,"PR-Rules-Checker, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. name: Run PR BOT uses: puntorigen/pr-rules@v1.0.0 with: github-token: ${{ secrets.GITHUB TOKEN }} openai-api-key: ${{ secrets.OPENAI API KEY }} file-path: 'pr-rules.md' Now, every time you create a PR in your repository, the action will check if it complies with the rules specified in the markdown file. The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,"Fresh governing public repository README and live repository/marketplace page; HTTP/page status=200. name: Run PR BOT uses: puntorigen/pr-rules@v1.0.0 with: github-token: ${{ secrets.GITHUB TOKEN }} openai-api-key: ${{ secrets.OPENAI API KEY }} file-path: 'pr-rules.md' Now, every time you create a PR in your repository, the action will check if it complies with the rules specified in the markdown file.",occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_1b86442012af7acb,rakibul73,Rakibul73,prreviewer_prod,PRReviewer,,2026-08-20,"PRReviewer, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: An AI-powered GitHub PR review bot ai artificial-intelligence automation bot ci-cd code-analysis code-quality code-review developer-tools devops github github-actions linting machine-learning pr-review productivity pull-request review-automation static-analysis typescript The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,An AI-powered GitHub PR review bot ai artificial-intelligence automation bot ci-cd code-analysis code-quality code-review developer-tools devops github github-actions linting machine-learning pr-review productivity pull-request review-automation static-analysis typescript,occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_28cdb976a51378ac,prakhar2025,Prakhar2025,prakhar2025_prism_prod,PRism,,2026-08-20,"PRism, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: The Intelligence Layer for Code Reviews — AI-powered PR analysis using AST parsing, graph dependency routing, and permanent architectural decision memory. abstract-syntax-tree artificial-intelligence ast code-review developer-tools devops fastapi github-api golang nextjs postgresql static-analysis The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,"The Intelligence Layer for Code Reviews — AI-powered PR analysis using AST parsing, graph dependency routing, and permanent architectural decision memory. abstract-syntax-tree artificial-intelligence ast code-review developer-tools devops fastapi github-api golang nextjs postgresql static-analysis",occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_0fe010294003f496,prismai_reviewer,prismai-reviewer,prismai_reviewer_prod,PRismAI-Reviewer,,2026-08-20,"PRismAI-Reviewer, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh live GitHub Marketplace application page with setup/pricing path; HTTP/page status=200. Multi-pass AI code reviews with inline findings, fix suggestions, risk scoring, and reviewer recommendations on every PR PRismAI-Reviewer View all features Solutions BY COMPANY SIZE Enterprises Small and medium teams Startups Nonprofits BY USE CASE App Modernization DevSecOps DevOps CI/CD View all use cases BY INDUSTRY Healthcare Financial services Manufacturing Government View all industries View all solutions Resources EXPLORE BY TOPIC AI Software Development DevOps Security View all topics EXPLORE BY TYPE Customer stories Events & webinars Ebooks & reports Bu The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,"Fresh live GitHub Marketplace application page with setup/pricing path; HTTP/page status=200. Multi-pass AI code reviews with inline findings, fix suggestions, risk scoring, and reviewer recommendations on every PR PRismAI-Reviewer View all features Solutions BY COMPANY SIZE Enterprises Small and medium teams Startups Nonprofits BY USE CASE App Modernization DevSecOps DevOps CI/CD View all use cases BY INDUSTRY Healthcare Financial services Manufacturing Government View all industries View all solutions Resources EXPLORE BY TOPIC AI Software Development DevOps Security View all topics EXPLORE BY TYPE Customer stories Events & webinars Ebooks & reports Bu",occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v03_swd_ptc_codebeamer,ptc,PTC,ptc_codebeamer_prod,PTC Codebeamer,,2026-08-20,"PTC Codebeamer, current U.S.-accessible configuration documented at the cited source as of 2026-08-20. Documented SWD-01 function: PTC Codebeamer is a current ALM and requirements product whose AI configuration assists requirements authoring, test generation, risk, and compliance work. Assessed configuration boundary: AI-assisted product-planning or requirements workflow with human-supplied goals, source material, prioritization authority, and approval.",narrow_fragment,"A bounded requirements, backlog, product-discovery, or planning episode using human-supplied feedback and goals to produce structured requirements, priorities, stories, or planning artifacts; implementation, deployment, and operational support are excluded.",occupation_worker_tool,"Product manager, business analyst, or software developer",15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,2,2,1,2,4,4,4,4,2,2,3,2,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,calibration_draft,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v034_28a3da36e74db070,phoityne,phoityne,pty_mcp_server_integration_for_vscode_prod,PTY MCP Server Integration for VSCode,,2026-08-20,"PTY MCP Server Integration for VSCode, current documented U.S. configuration as of 2026-08-20. Product-universe evidence establishes this supported SWD-01 case: Fresh live Visual Studio Marketplace page with installation command and version history; HTTP/page status=200. 🎯 Purpose Provide AI agents with TTY-based and direct I/O control capabilities Enable automated configuration, inspection, and operation using CLI tools Facilitate AI-driven workflows for system development, diagnostics, and remote interaction Allow AI agents to access and operate on systems beyond the reach of static scripts or APIs Support Infrastructure as Code (IaC) scenarios requiring interactive or stateful terminal workflows Assist in system integration across heterogeneous environments and legacy systems Em The exact release/mode, stage-level work allocation, and routine human gates are not established by this evidence packet.",narrow_fragment,"Fresh live Visual Studio Marketplace page with installation command and version history; HTTP/page status=200. 🎯 Purpose Provide AI agents with TTY-based and direct I/O control capabilities Enable automated configuration, inspection, and operation using CLI tools Facilitate AI-driven workflows for system development, diagnostics, and remote interaction Allow AI agents to access and operate on systems beyond the reach of static scripts or APIs Support Infrastructure as Code (IaC) scenarios requiring interactive or stateful terminal workflows Assist in system integration across heterogeneous environments and legacy systems Em",occupation_worker_tool,Software developer or adjacent software-delivery practitioner,15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,IE,IE,IE,IE,4,4,4,4,,,,,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,needs_adjudication,pilot_v0_6_frozen,final,not_comparable
pta_swd01_v03_swd_pagerduty_operations_cloud,pagerduty,PagerDuty,pagerduty_operations_cloud_prod,PagerDuty Operations Cloud,,2026-08-20,"PagerDuty Operations Cloud, current U.S.-accessible configuration documented at the cited source as of 2026-08-20. Documented SWD-01 function: PagerDuty documents AI operations functions within PagerDuty Operations Cloud, so PagerDuty Advance should not be counted as another persistent product. Assessed configuration boundary: connected observability or incident-analysis configuration with automated telemetry intake and human-controlled remediation or release.",bounded_substantive,"A supported production-operations episode over connected telemetry from detection or alert intake through investigation, root-cause analysis, and a reviewable recommendation, runbook, or remediation artifact; unsupported incidents and independent production change authority are excluded.",occupation_worker_tool,"Site-reliability, DevOps, or software engineer",15-1252.00,Software Developers,pilot-1.0,SWD-01,Deliver and sustain a software system or change,scope-pilot-1.0,US,2026-08-19,0.6,3,3,2,2,4,4,4,4,1,1,2,2,2026-08-19,U.S. software delivery and maintenance; conditional subset: third-party software supplied for federal agency use under OMB M-22-18 and M-23-16.,not_required,not_required,not_required,conditional,ORGANIZATIONAL_GOVERNANCE,calibration_draft,pilot_v0_6_frozen,final,directional_only
