occupation_soc_code,occupation_name,canonical_task_set_version,canonical_task_id,canonical_task_name,task_scope_version,acquire_scope,interpret_scope,decide_scope,act_scope,capability_date_assessed,acquire_ai_capability,interpret_ai_capability,decide_ai_capability,act_ai_capability,capability_rating_rationale,protocol_version,capability_assessment_status
43-4051.00,Customer Service Representatives,expansion-1.1-reviewed,CAN-43-4051-01,Provide and resolve customer service,scope-expansion-1.1,"Obtain the customer's identity, account context, inquiry, order, cancellation, payment, billing matter, complaint, or requested service through the available service channel, and retrieve relevant interaction, transaction, contract, policy, claim, invoice, requisition, and prior-resolution records.","Classify the nature, cause, urgency, and status of the request or problem; reconcile the customer's account with the relevant records; identify applicable product, service, billing, account, or bounded coverage terms and possible resolution paths; calculate charges; verify the effect of prior changes; and identify recurring service problems.","Judge the validity of the request and, when within the bounded service scope, whether relevant coverage terms apply; select the information, account or order action, payment or billing arrangement, refund, exchange, adjustment, complaint resolution, referral, escalation, follow-up, additional offering, or service-improvement recommendation appropriate to the case.","Answer or notify the customer; enter, change, or cancel orders and accounts; collect or arrange payments and billing; issue documented refunds, exchanges, or adjustments; complete and route forms or grievances; make bounded additional-service offers; record the interaction and outcome; and communicate recurring improvement needs.",2026-08-19,4,4,4,4,"EVID-v07-OPS-009 through EVID-v07-OPS-012 use the same directly evaluated Grok 4.1 Fast Reasoning configuration in the corrected and human-verified tau2-Bench-Verified telecom domain. The agent conversed with a simulated customer, elicited and retrieved account facts, applied a written policy, chose resolutions, used account tools, changed workflow state, and communicated outcomes without a customer-service worker. It passed 94.74% of verified telecom cases, a substantive bounded configuration with rare but nonzero failures, supporting the scale-maximum 4 at each stage without implying coverage of airline, retail, billing, payment, complaint, or insurance variants outside the tested domain. Transfer to live customers, robustness to adversarial language, and whether 94.74% meets a domain-specific operational threshold remain unresolved and motivate needs_adjudication. Selected stage evidence IDs: EVID-v07-OPS-009, EVID-v07-OPS-010, EVID-v07-OPS-011, EVID-v07-OPS-012.",0.7,final
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",expansion-2.1-initial-reviewed,CAN-43-5032-01,Dispatch and coordinate field resources and service work,scope-expansion-2.1-v0.1,"Obtain customer requests and work orders, locations and service requirements, schedules and commitments, crew, vehicle, equipment, and supply availability, field status and utilization, travel and access conditions, hazards, disruptions, and communications from customers and field personnel.","Assess priority and resource requirements, match work with available crews and equipment, evaluate travel and schedule feasibility, identify dependencies and hazards, and determine the effect of delays, breakdowns, and changing field conditions.","Select the resource assignment, sequence and schedule, dispatch timing and communication, reassignment or rerouting, repair and disruption response, supply issue, customer update, and escalation needed to complete the service work.","Issue and communicate dispatch assignments; coordinate customers and field personnel; monitor locations, utilization, and progress; update schedules; reassign or reroute resources; arrange disruption and repair responses; and maintain the dispatch record.",2026-08-20,4,4,4,4,"Acquire 4: EVID-v07-CAN-43-5032-01-DIDI_DISPATCH-ACQ; Interpret 4: EVID-v07-CAN-43-5032-01-DIDI_DISPATCH-INT; Decide 4: EVID-v07-CAN-43-5032-01-DIDI_DISPATCH-DEC; Act 4: EVID-v07-CAN-43-5032-01-DIDI_DISPATCH-ACT. Stagewise frontier; systems may differ. A deployed reinforcement-learning system continuously matches and issues ride-hail assignments across cities with measured marketplace gains. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",expansion-1.1-reviewed,CAN-43-6014-01,Provide coordinated office and administrative support,scope-expansion-1.1,"Receive calls, visitors, mail, electronic communications, requests, forms, data, correspondence, and transaction details, and obtain the schedules, files, procedures, templates, deadlines, information sources, equipment, supplies, staffing, event, travel, and project requirements needed for office work.","Identify each communication's purpose, intended recipient, urgency, and relevant content, and assess information relevance, record completeness and accuracy, format and procedure conformance, scheduling or resource conflicts, and the status of routine administrative transactions and office resources.","Choose how to route and respond to communications, organize files and information, schedule appointments, meetings, events, travel, and clerical work, correct documents, obtain or allocate routine office resources, and handle or escalate administrative requests and exceptions.","Respond to and route communications; create, revise, distribute, and maintain databases, files, forms, correspondence, reports, and basic web content; coordinate schedules, travel, meetings, events, projects, and clerical staff; operate or arrange office equipment and supplies; train or assist staff with office technology; and process routine payroll, cash, check, customer, and office transactions.",2026-08-19,2,2,2,2,"EVID-v07-OPS-013 through EVID-v07-OPS-016 use DeepSeek V3.2 in the KDD 2026 Agent-Diff no-documentation configuration. Across 224 realistic Box, Google Calendar, Linear, and Slack API tasks, the agent searched office records, resolved implicit conditions, planned multi-entity changes, and executed communications, file, calendar, and project-state mutations. It achieved an 88.1 assertion-weighted score but fully passed only 76% of tasks; service scores ranged from 76.6 on Box to 94.8 on Linear. Those results demonstrate substantial performance at every stage, but the 24% whole-task failure rate means a human must materially check, correct, or complete ordinary cases, so 3 is not supported and each stage is 2. Physical reception, calls, mail, equipment, supplies, cash, payroll, travel, and live-office conditions were not tested. Selected stage evidence IDs: EVID-v07-OPS-013, EVID-v07-OPS-014, EVID-v07-OPS-015, EVID-v07-OPS-016.",0.7,final
45-2091.00,Agricultural Equipment Operators,expansion-2.1-initial-reviewed,CAN-45-2091-01,Operate agricultural equipment for field production and post-harvest handling,scope-expansion-2.1-v0.1,"Obtain the work plan, field, crop, soil and weather conditions, material and application requirements, irrigation and harvest status, product and container flow, equipment and attachment condition, operating settings, safety constraints, and the required next storage or shipment step.","Assess field and crop readiness, soil and weather effects, application and handling rates, harvested-material condition, flow and loading requirements, obstructions and hazards, equipment performance, and whether the operation is meeting production and quality needs.","Select equipment and attachments, operating route and sequence, settings and rates, planting, treatment, irrigation, harvest, transport, weighing, conveying, or packing response, maintenance action, and when to pause or stop.","Configure, operate, monitor, and service agricultural equipment to prepare land, plant, treat, irrigate, cultivate, harvest, transport, load, unload, weigh, convey, and pack agricultural materials for the next farm, storage, or shipment step.",2026-08-20,4,2,2,4,"Acquire 4: EVID-v07-CAN-45-2091-01-HANDS_FREE-ACQ; Interpret 2: EVID-v07-CAN-45-2091-01-HANDS_FREE-INT; Decide 2: EVID-v07-CAN-45-2091-01-HANDS_FREE-DEC; Act 4: EVID-v07-CAN-45-2091-01-HANDS_FREE-ACT. Stagewise frontier; systems may differ. Hands Free Hectare and Farm demonstrate autonomous field sensing and physical operation, while human agronomists still supplied substantive interpretation and crop-management decisions. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",expansion-1.1-reviewed,CAN-45-2092-01,"Produce, harvest, and prepare crops and plants",scope-expansion-1.1,"Monitor and inspect soil and growing areas, crops and plants, pests, weeds, disease, maturity, quality, weather, greenhouse and irrigation conditions, post-harvest stock, and seasonal-work progress; obtain production plans and records, harvest or order requirements, equipment, facility, supply, inventory, labor, storage, market, delivery, and customer-selection or care needs.","Identify plants, pests, weeds, and disease; assess soil and growing conditions, plant health, maturity, water and nutrient status, crop progress, and equipment and facility readiness; classify or grade product quality; and analyze labor, post-harvest, storage, packing, delivery, and customer-suitability needs.","Choose the timing, method, sequence, inputs, equipment, and labor for site preparation, planting, cultivation, irrigation, fertilization, crop protection, pruning, harvest, sorting, treatment, storage, packing, movement, sale, delivery, maintenance, and replenishment, and select bounded product-selection or care guidance.","Prepare soil and growing areas; plant, transplant, cultivate, irrigate, fertilize, prune, protect, and harvest crops or plants; sort, treat, store, pack, load, move, sell, or deliver products; operate and maintain supporting equipment and facilities; direct seasonal work; order production supplies; and update records and inventory, report crop progress, and provide customer guidance.",2026-08-19,4,4,4,3,"Stagewise frontier 4/4/4/3. Selected evidence: EVID-v07-FARM-TOMATO-ACQ, EVID-v07-FARM-TOMATO-INT, EVID-v07-FARM-TOMATO-DEC, EVID-v07-FARM-TOMATO-ACT. Each maximum is conditional on the bounded operating configuration and exclusions stated in its evidence row; the vector does not claim one interoperable end-to-end system or broad coverage of every activity in the canonical task.",0.7,final
45-4022.00,Logging Equipment Operators,expansion-2.1-initial-reviewed,CAN-45-4022-01,"Fell, process, and grade timber with logging equipment",scope-expansion-2.1-v0.1,"Obtain the harvest plan and timber specifications, tree locations and characteristics, terrain and access conditions, required log dimensions and grades, equipment and cutting-head status, hazards, and operator-readiness information.","Assess tree and log size, form, defects, grade, and cutting requirements, machine positioning and reach, terrain and safety risks, equipment performance, and whether processed logs meet specified handling and shipment requirements.","Select trees and operating sequence, machine position and setup, felling and processing cuts, log length and grade, measurement response, operator-level maintenance, and when conditions require stopping or escalation.","Position and operate mechanized logging equipment to fell, shear, delimb, and cut trees; measure and grade resulting logs; maintain operator readiness; and record the completed processing work.",2026-08-20,2,2,1,2,"SAHA demonstrates useful autonomous navigation, positioning, gripping, and cutting in real forest trials, but humans supply the target tree and confirm or trigger each cut, interventions recur, and the source does not demonstrate delimbing, cut-to-length processing, or grading. The supported vector is 2/2/1/2.",0.7,calibration_draft
45-4022.00,Logging Equipment Operators,expansion-2.1-initial-reviewed,CAN-45-4022-02,"Move, stage, and load timber with logging equipment",scope-expansion-2.1-v0.1,"Obtain processed-timber location, quantity and condition, terrain and ground capacity, road, landing, and access status, movement and loading requirements, equipment and attachment condition, shift information, and operating hazards.","Assess feasible movement routes, ground and landing conditions, load balance and capacity, bunching, skidding, forwarding, and loading requirements, access obstacles, equipment readiness, and safety risks.","Select equipment, route, operating sequence, bunching and lifting method, skidding or forwarding approach, load and stack arrangement, access clearing or maintenance, and operator-level maintenance response.","Operate skidders, forwarders, loaders, tractors, and related equipment to bunch, drag, transport, load, unload, and stack timber; clear or maintain access and landing areas; maintain operator readiness; and complete shift records.",2026-08-20,3,3,3,3,"The ICRA 2024 autonomous log-loader is direct, peer-reviewed evidence for a substantive bounded loading cycle. Its integrated perception, grasp planning, motion planning, and crane control support 3/3/3/3; 87% maneuver success, manually repositioned missed logs, and failure recovery prevent 4s.",0.7,calibration_draft
47-2031.00,Carpenters,pilot-1.0,CAN-47-2031-01,Plan and coordinate project work,scope-pilot-1.0,"Obtain client or employer requirements, plans and specifications, site measurements and conditions, material availability and prices, crew and trade availability, schedule constraints, and current job progress.","Translate the requirements and site evidence into layouts, dimensions, quantities, material and labor needs, cost implications, trade dependencies, schedule constraints, and progress deviations.","Choose the project layout, materials and quantities, estimate assumptions, purchasing, subcontracting, crew schedule, work sequence, and responses to progress or coordination issues.","Prepare layouts and cost estimates, order materials, arrange subcontractors, schedule crews, and create, maintain, and present the job records and progress reports needed for field work.",2026-08-19,2,4,4,4,"Acquire 2: EVID-v06-CAN-01-MCPBIM-ACQ; Interpret 4: EVID-v06-CAN-01-MCPBIM-INT; Decide 4: EVID-v06-CAN-01-VASDQN-DEC; Act 4: EVID-v06-CAN-01-MCPBIM-ACT. Stagewise frontier; systems may differ. Full configurations, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.6,pilot_v0_6_frozen
47-2031.00,Carpenters,pilot-1.0,CAN-47-2031-02,"Construct, install, and restore permanent components",scope-pilot-1.0,"Obtain drawings and specifications, workface dimensions and reference points, material identity and condition, existing-component damage or decay, tool and equipment condition, tolerances, hazards, and applicable safety controls.","Translate plans and site conditions into fabrication and installation requirements; assess fit, alignment, trueness, damage, decay, material suitability, hazards, and completed-work quality.","Choose dimensions and reference lines, materials, cuts, joints, fasteners, tools, work sequence, repair-versus-replacement treatment, alignment corrections, and safety or hazardous-material controls.","Measure and mark; cut, shape, drill, fabricate, assemble, install, align, and verify permanent components; remove, repair, or replace defective work; and implement required safety, housekeeping, and hazard controls.",2026-08-19,2,4,4,4,"Acquire 2: EVID-v06-CAN-02-AALTO-ACQ; Interpret 4: EVID-v06-CAN-02-LITAS-INT; Decide 4: EVID-v06-CAN-02-LITAS-DEC; Act 4: EVID-v06-CAN-02-LITAS-ACT. Stagewise frontier; systems may differ. Full configurations, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.6,pilot_v0_6_frozen
47-2031.00,Carpenters,pilot-1.0,CAN-47-2031-03,Build temporary structures and site supports,scope-pilot-1.0,"Obtain support or access requirements, plans and dimensions, site and ground conditions, load and positioning needs, available materials and tools, adjacent trade interfaces, crew resources, and hazards.","Determine the required location, geometry, capacity, stability, access, bracing, foundation or site-interface conditions, and conflicts affecting temporary supports or enabling structures.","Choose the support type and layout, materials, fasteners, anchors, braces, construction sequence, pole or excavation placement, needed adjacent-trade work, and crew directions.","Fabricate, erect, position, anchor, and brace scaffolds, ladders, frameworks, props, forms, chutes, and poles; dig required holes; and complete necessary minor plumbing, welding, or concrete work.",2026-08-19,2,4,4,2,"Acquire 2: EVID-v06-CAN-03-SCAFFPLAN-ACQ; Interpret 4: EVID-v06-CAN-03-SCAFFPLAN-INT; Decide 4: EVID-v06-CAN-03-SCAFFPLAN-DEC; Act 2: EVID-v06-CAN-03-LEUNG-ACT. Stagewise frontier; systems may differ. Full configurations, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.6,pilot_v0_6_frozen
47-2031.00,Carpenters,pilot-1.0,CAN-47-2031-04,Complete surfaces and interior finishes,scope-pilot-1.0,"Obtain finish specifications, surface dimensions and layout, substrate condition and defects, moisture and performance requirements, finish materials, adhesives or fasteners, tools, and site conditions.","Assess required preparation, defect repair, material fit, pattern and cut layout, moisture protection, acoustic or decorative performance, adhesion, and finished-surface quality.","Choose the repair and preparation method, finish material, layout, cuts, fastening or adhesive method, coating or sanding sequence, and acceptance or rework action.","Patch, fill, and sand defects; install building paper, flooring, and performance or decorative paneling; apply coatings or other treatments; and complete the specified visible or performance-related surface.",2026-08-19,2,4,4,4,"Acquire 2: EVID-v06-CAN-04-PUTTYBOT-ACQ; Interpret 4: EVID-v06-CAN-04-PUTTYBOT-INT; Decide 4: EVID-v06-CAN-04-PUTTYBOT-DEC; Act 4: EVID-v06-CAN-04-PUTTYBOT-ACT. Stagewise frontier; systems may differ. Full configurations, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.6,pilot_v0_6_frozen
47-2073.00,Operating Engineers and Other Construction Equipment Operators,expansion-2.1-initial-reviewed,CAN-47-2073-01,Complete site work with heavy construction equipment,scope-expansion-2.1-v0.1,"Obtain plans, surveys and required grades, material and earthwork requirements, site and soil conditions, underground-service information, crew signals and movement needs, equipment and attachment condition, weather and access constraints, hazards, and operating records.","Translate site requirements into required excavation, movement, position, grade, compaction, surface, or demolition conditions; assess soil and site stability, utility and crew conflicts, machine capability, hazards, and progress against tolerances.","Select equipment and attachments, setup and operating path, excavation and material-movement sequence, grading and compaction approach, machine positioning and signals, hazard response, equipment transport or maintenance, and corrective passes.","Configure, position, and operate heavy equipment to excavate, clear, load, move, grade, compact, surface, demolish, and otherwise shape the site; coordinate movement with the crew; maintain equipment; and document the operation.",2026-08-20,4,4,4,4,"Acquire 4: EVID-v07-CAN-47-2073-01-EXCAVATOR-ACQ; Interpret 4: EVID-v07-CAN-47-2073-01-EXCAVATOR-INT; Decide 4: EVID-v07-CAN-47-2073-01-EXCAVATOR-DEC; Act 4: EVID-v07-CAN-47-2073-01-EXCAVATOR-ACT. Stagewise frontier; systems may differ. A fully integrated 30-ton excavator completes sensing, planning, earth cutting, and inspection at centimeter accuracy in bounded field work. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
47-2111.00,Electricians,expansion-1.1-reviewed,CAN-47-2111-01,"Install, maintain, and repair electrical systems",scope-expansion-1.1,"Obtain job specifications, sketches, blueprints, applicable technical and safety requirements, system history, and customer or management needs; inspect the site, access conditions, and electrical system; take measurements and test readings; and check available components, tools, materials, workers, and equipment.","Translate specifications and requirements into system and layout needs; analyze inspections, measurements, and test results to identify faults, hazards, defects, compatibility, conformance, and maintenance or repair needs; and estimate the resources and costs required.","Choose the layout, work sequence, materials, components, tools, tests, and worker assignments and determine whether to install, fabricate, connect, adjust, maintain, repair, replace, isolate, or restore each affected part of the electrical system.","Prepare sketches, estimates, records, materials, and work areas; order needed supplies or equipment; install, route, mount, fabricate, connect, test, maintain, adjust, repair, or replace electrical wiring, conduit, equipment, fixtures, and supporting components; coordinate or train workers; communicate hazards and results; restore or demonstrate safe, functional operation; and provide bounded emergency electrical-equipment support.",2026-08-19,4,3,2,2,"Stagewise frontier 4/3/2/2. Selected evidence: EVID-v07-ELEC-UAV-ACQ, EVID-v07-ELEC-UAV-INT, EVID-v07-ELEC-WIRE-DEC, EVID-v07-ELEC-WIRE-ACT. Each maximum is conditional on the bounded operating configuration and exclusions stated in its evidence row; the vector does not claim one interoperable end-to-end system or broad coverage of every activity in the canonical task.",0.7,final
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",expansion-2.1-initial-reviewed,CAN-47-2152-01,"Install, test, and restore piping and plumbing systems",scope-expansion-2.1-v0.1,"Obtain plans, specifications and codes, work orders and user needs, site measurements and conditions, existing pipe and fixture status, intended fluid, gas, or steam requirements, materials and equipment, pressure and leak evidence, and installation or repair constraints.","Interpret the required system layout and function, assess route, fit, support and connection requirements, identify faults, leaks, damage, and code issues, and evaluate test results and the implications for installation, maintenance, or repair.","Select pipe, fixtures, appliances, materials and controls, route and layout, fabrication and joint method, supports and openings, work sequence, testing and cleaning approach, repair treatment, and response to nonconformity.","Lay out, select, measure, cut, thread, bend, fabricate, assemble, support, install, and connect piping, fixtures, appliances, and controls; inspect, pressure- or leak-test, clean, maintain, and repair the system; and document the work.",2026-08-20,1,3,1,0,"The sewer CCTV pipeline supports 1/3/1/0. AI receives human- or robot-collected images, classifies and localizes a bounded set of sewer defects, and provides only a limited cue for repair planning; it performs no installation, testing, cleaning, or restoration. Interpret is 3 rather than 4 because overall accuracy is about 90%, localization performance varies materially by defect class, and routine human verification remains necessary.",0.7,calibration_draft
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",expansion-2.1-initial-reviewed,CAN-49-2093-01,"Install, diagnose, and repair transportation electrical and electronic systems",scope-expansion-2.1-v0.1,"Obtain the customer-reported problem and service requirements, transportation-equipment specifications and schematics, existing installation and wiring condition, inspection observations, electronic test readings, component and material availability, and estimate and documentation requirements.","Analyze circuits, signals, readings, symptoms, component condition, compatibility, installation quality, and system behavior to locate faults and determine why the electrical or electronic system is absent, degraded, or nonconforming.","Select the diagnostic sequence, installation and routing approach, component repair, rebuilding, replacement or adjustment, wiring and connection method, estimate, final verification, and response to unresolved faults.","Install frameworks, conduit, wiring, and components; connect, splice, solder, adjust, troubleshoot, repair, rebuild, replace, and reassemble transportation electrical and electronic equipment; perform final tests; and document the service.",2026-08-20,1,2,1,0,"The electric-aircraft bearing-fault classifier supports 1/2/1/0. It ingests supplied test-rig signals and provides a strong but narrow fault classification; technicians still establish the broader diagnostic context, select the repair, and perform every installation and repair action.",0.7,calibration_draft
49-3023.00,Automotive Service Technicians and Mechanics,expansion-1.1-reviewed,CAN-49-3023-01,"Diagnose, maintain, and repair automotive vehicles",scope-expansion-1.1,"Obtain and document the customer's or work order's vehicle concerns, service history, manufacturer specifications, manuals, and checklists; visually and physically inspect the vehicle and components; test-drive the vehicle and operate diagnostic equipment to collect observations and readings; and check relevant parts, cost, safety, and work constraints.","Analyze symptoms, damage, wear, diagnostic readings, inspection and road-test results, and component performance to identify malfunctions and causes, determine maintenance or repair needs, compare vehicle and system condition with applicable performance specifications, and estimate parts, labor, and service costs.","Choose the service priority, work procedure, parts and resources, and whether to maintain, adjust, align, repair, rebuild, rewire, replace, retrofit, or overhaul affected systems; select verification tests and any future service advice.","Document and discuss the work; perform scheduled maintenance, adjustment, alignment, repair, replacement, rebuilding, rewiring, retrofit, or overhaul across in-scope vehicle systems; test-drive, measure, test, and correct the completed work until it meets the applicable specifications; maintain work-area readiness; and record and communicate the result.",2026-08-19,4,4,2,2,"Stagewise frontier 4/4/2/2. Selected evidence: EVID-v07-AUTO-PMSM-ACQ, EVID-v07-AUTO-PMSM-INT, EVID-v07-AUTO-EVLLM-DEC, EVID-v07-AUTO-TIREBOT-ACT. Each maximum is conditional on the bounded operating configuration and exclusions stated in its evidence row; the vector does not claim one interoperable end-to-end system or broad coverage of every activity in the canonical task.",0.7,final
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",expansion-2.1-initial-reviewed,CAN-49-9021-01,"Install, commission, maintain, and repair HVAC and refrigeration systems",scope-expansion-2.1-v0.1,"Obtain user needs and reported symptoms, plans and specifications, site and system conditions, component and control status, temperature, pressure, airflow, refrigerant, leak, and electrical readings, materials and work orders, maintenance history, and safety and compliance requirements.","Assess installation and load requirements, system balance and efficiency, component and control behavior, leaks and electrical or mechanical faults, refrigerant condition, maintenance needs, safety and compliance issues, and whether the system meets required operation.","Select layout, components and controls, fabrication and connection method, settings and balance, diagnostic and test sequence, maintenance or repair action, refrigerant handling, safety response, and final commissioning criteria.","Fabricate and connect components, piping, wiring, and controls; install, balance, commission, test, diagnose, maintain, and repair HVAC and refrigeration systems; reclaim or charge refrigerant as required; verify operation; document service; and provide task-level instruction to assistants.",2026-08-20,4,4,4,2,"Acquire 4: EVID-v07-CAN-49-9021-01-HVAC_FDD-ACQ; Interpret 4: EVID-v07-CAN-49-9021-01-HVAC_FDD-INT; Decide 4: EVID-v07-CAN-49-9021-01-OFFICE_LOOP-DEC; Act 2: EVID-v07-CAN-49-9021-01-HVAC_FDD-ACT. Stagewise frontier; systems may differ. Real-building FDD and autonomous HVAC control establish sensing, diagnosis, and operating-decision ceilings; physical installation and repair remain human. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
49-9041.00,Industrial Machinery Mechanics,expansion-2.1-initial-reviewed,CAN-49-9041-01,Restore and sustain industrial machinery operation,scope-expansion-2.1-v0.1,"Obtain work orders and production needs, operator reports, machinery state and history, manuals and specifications, inspection and test readings, control or program information, part and material availability, prior maintenance records, and applicable safety conditions.","Assess machinery performance, wear, alignment, lubrication and control condition, identify fault location and cause, determine the effect on production, and evaluate repairability, replacement needs, and the evidence required to verify restoration.","Select the diagnostic and disassembly sequence, repair, fabrication or replacement treatment, installation and alignment, lubrication and adjustment, control or programming change, parts, test method, and return-to-service criteria.","Inspect and test machinery; disassemble, clean, lubricate, fabricate, repair, replace, install, adjust, program, and reassemble components; verify operation; demonstrate appropriate use to operators; and document maintenance and materials.",2026-08-20,2,2,2,2,"The machinery RAG assistant and fan-blade reconditioning robot support 2/2/2/2. The assistant retrieves and explains maintenance procedures, while the robotic cell scans, classifies regions, selects iterative grinding actions, and physically reconditions a fan blade. The robotic study reports only preliminary applicability and no quantitative final defect or acceptance endpoint, so Act cannot exceed 2.",0.7,calibration_draft
51-4041.00,Machinists,expansion-1.1-reviewed,CAN-51-4041-01,Produce precision machined parts and instruments,scope-expansion-1.1,"Obtain drawings, samples, sketches, engineering information, product specifications, material properties, and production requirements; inspect and measure workpieces, fixtures, tooling, and completed units; examine programs and machine-tool condition; and monitor feed, speed, cooling, lubrication, and machining performance.","Derive required dimensions, tolerances, functions, and conformance criteria; relate material and geometry to feasible machining and metalworking methods; and analyze monitoring, measurement, inspection, and test results to identify deviations, defects, tool or workpiece conditions, process constraints, and improvement opportunities.","Choose the fabrication plan, machine and metalworking processes, tooling, fixtures, material setup, program, operating parameters, inspection method, adjustments, rework, assembly steps, and efficiency or adaptability improvements needed to produce a conforming part or instrument.","Prepare sketches and lay out stock; program, set up, align, adjust, and operate machine tools and related metalworking equipment; machine, form, join, assemble, cool, lubricate, rework, and correct the work according to the selected plan and inspection results; exchange technical information; handle production waste; and complete a conforming product.",2026-08-19,2,4,4,4,"Stagewise frontier 2/4/4/4. Selected evidence: EVID-v07-MACH1-AUTOCNC-ACQ, EVID-v07-MACH1-AUTOCNC-INT, EVID-v07-MACH1-AUTOCNC-DEC, EVID-v07-MACH1-AUTOCNC-ACT. Each maximum is conditional on the bounded operating configuration and exclusions stated in its evidence row; the vector does not claim one interoperable end-to-end system or broad coverage of every activity in the canonical task.",0.7,final
51-4041.00,Machinists,expansion-1.1-reviewed,CAN-51-4041-02,"Build, modify, and repair machine tools or experimental assemblies",scope-expansion-1.1,"Obtain machine or assembly specifications, operating history, reported symptoms, test conditions, and design or repair requirements, and inspect and measure the condition, fit, wear, defects, and performance of the machine tool, equipment, components, and experimental parts involved.","Diagnose malfunctions and defective components; identify fit, function, condition, and performance gaps and the constraints relevant to fabrication, installation, or assembly; and analyze operational or simulated-test results against the intended machine or experimental performance.","Choose the maintenance, dismantling, fabrication, fitting, assembly, adjustment, repair, replacement, installation, modification, and test approach needed to restore a machine tool or produce a functioning machine or experimental assembly.","Maintain or dismantle machine tools and equipment; fabricate, fit, assemble, repair, replace, adjust, or install components and experimental parts; operate and test repaired, new, modified, or experimental equipment under relevant conditions; and document or communicate whether it functions as intended.",2026-08-19,4,4,4,2,"Stagewise frontier 4/4/4/2. Selected evidence: EVID-v07-MACH2-PREDMAINT-ACQ, EVID-v07-MACH2-KGLLM-INT, EVID-v07-MACH2-KGLLM-DEC, EVID-v07-MACH2-UNSCREW-ACT. Each maximum is conditional on the bounded operating configuration and exclusions stated in its evidence row; the vector does not claim one interoperable end-to-end system or broad coverage of every activity in the canonical task.",0.7,final
51-4121.00,"Welders, Cutters, Solderers, and Brazers",expansion-2.1-initial-reviewed,CAN-51-4121-01,"Join, cut, and repair conforming metal work",scope-expansion-2.1-v0.1,"Obtain drawings, dimensions and quality requirements, material identity and condition, joint and surface status, process and safety requirements, available equipment and consumables, access constraints, and inspection or defect information.","Assess fit, alignment, joint and edge preparation, process and material compatibility, heat and distortion effects, weld or joined-work quality, dimensional conformance, defects, and the need for finishing or repair.","Select the joining, cutting, heating, or shaping process, equipment and settings, consumables, joint preparation and work position, operating sequence, inspection and finishing approach, and repair treatment.","Prepare, align, and position materials; set up and operate welding, soldering, brazing, cutting, heating, and shaping equipment; monitor the process; inspect and finish the work; repair defects; identify completed work; and report equipment problems.",2026-08-20,2,4,4,2,"The peer-reviewed self-tuning GMAW configuration supports 2/4/4/2. Humans prepare the T-joint, materials, target, and starting setup; AI vision interprets the melt pool and the integrated control loop selects wire-feed, path, and torch-angle corrections. The robot executes the weld, but the preliminary one-joint validation and unqualified early defects do not establish an acceptable complete Act endpoint.",0.7,calibration_draft
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",expansion-2.1-initial-reviewed,CAN-51-9061-01,Inspect and determine disposition of materials and products,scope-expansion-2.1-v0.1,"Obtain specifications and acceptance criteria, materials and products, sample and test requirements, production and installation conditions, prior quality history, instruments and test-equipment status, and information about reported defects or process changes.","Analyze observations, measurements and test results; identify defects and variation; compare items with specifications; determine grade and conformance; assess patterns in nonconformity; and identify the implications for product or process quality.","Determine classification and disposition, including acceptance, rejection, segregation, rerouting, retesting, corrective recommendation, bounded product or process adjustment, and the communication or escalation required.","Prepare samples and tests; inspect, measure, test, monitor, grade, sort, classify, mark, and segregate materials and products; document and communicate findings; initiate assigned corrective action or adjustment; and maintain test equipment.",2026-08-20,4,4,4,4,"Acquire 4: EVID-v07-CAN-51-9061-01-AUTO_INSPECT-ACQ; Interpret 4: EVID-v07-CAN-51-9061-01-AUTO_INSPECT-INT; Decide 4: EVID-v07-CAN-51-9061-01-AUTO_INSPECT-DEC; Act 4: EVID-v07-CAN-51-9061-01-AUTO_INSPECT-ACT. Stagewise frontier; systems may differ. A robotic industrial demonstrator automatically positions, inspects, classifies, and sorts components with 98.7% accuracy. Full configurations, human roles, performance, and boundaries are in OccupationTask_CapabilityEvidence.",0.7,calibration_draft
