release_version,occupation_soc_code,occupation_name,canonical_task_id,canonical_task_name,jurisdiction_scope,language_scope,collection_status,live_product_design_assessment_count,live_distinct_product_count,provisional_eligible_product_count,provisional_product_design_assessment_count,search_run_count,completed_source_family_count,source_families,unresolved_candidate_count,high_salience_unresolved_count,holdout_recall,cold_challenge_result,saturation_status,coverage_claim,major_limitations,next_required_work,release_mapped_product_count,release_mapped_company_count,release_product_design_assessment_count,release_numeric_design_assessment_count,release_non_numeric_design_assessment_count,release_design_pending_assessment_count,release_rated_with_ie_assessment_count,release_numeric_design_product_count,release_coded_design_product_count,release_design_coding_status,release_discovery_hit_count,release_search_run_count,release_eligible_discovery_hit_count,release_excluded_discovery_hit_count,release_duplicate_discovery_hit_count,release_unresolved_discovery_hit_count,release_pending_discovery_hit_count
working_initial_release,23-2011.00,Paralegals and Legal Assistants,CAN-23-2011-01,Prepare and coordinate legal matters under lawyer direction,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,26,0,6,6,broad_product_directory|broad_structured_directory|incumbent_provider_archive|industry_ecosystem|industry_landscape|official_exact_product_verification,0,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; Stanford parsing incomplete; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, and lineage candidates remain open; high-salience unresolveds remain.","Finish queued and incompletely enumerated panels, resolve high-salience leads, run the blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",26,26,26,26,0,0,0,26,26,complete_for_current_inventory,26,6,26,0,0,0,0
working_initial_release,25-9031.00,Instructional Coordinators,CAN-25-9031-01,"Coordinate curricula, teaching standards, and educator support",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,10,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,0,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",10,10,10,10,0,0,0,10,10,complete_for_current_inventory,10,6,10,0,0,0,0
working_initial_release,25-9031.00,Instructional Coordinators,CAN-25-9031-02,Design and evaluate instructional systems and learning products,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,29,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,1,1,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",29,29,29,29,0,0,0,29,29,complete_for_current_inventory,32,6,29,0,2,1,0
working_initial_release,25-4022.00,Librarians and Media Collections Specialists,CAN-25-4022-01,"Provide patron access, reference, instruction, and programs",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,10,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,0,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",10,7,10,10,0,0,0,10,10,complete_for_current_inventory,12,6,10,1,1,0,0
working_initial_release,25-4022.00,Librarians and Media Collections Specialists,CAN-25-4022-02,Develop and maintain library collections and discovery systems,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,6,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,2,2,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",6,3,6,6,0,0,0,6,6,complete_for_current_inventory,8,6,6,0,0,2,0
working_initial_release,25-4022.00,Librarians and Media Collections Specialists,CAN-25-4022-03,Direct library operations and services,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,3,0,6,6,frozen_public_web_matrix|marketplace_procurement|official_deployment_customer|professional_association_conference|snowball_incumbent_archive|structured_product_directory,2,2,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, and product-lineage candidates remain open; high-salience unresolveds remain.","Resolve high-salience leads, enumerate mandatory panels, run a blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",3,3,3,3,0,0,0,3,3,complete_for_current_inventory,8,6,3,2,1,2,0
working_initial_release,27-3023.00,"News Analysts, Reporters, and Journalists",CAN-27-3023-01,"Investigate, verify, and report news",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,11,0,6,5,broad_product_source|industry_ecosystem|official_exact_product_verification|professional_case_registry|professional_use_registry,2,2,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; Stanford parsing incomplete; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, and lineage candidates remain open; high-salience unresolveds remain.","Finish queued and incompletely enumerated panels, resolve high-salience leads, run the blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",11,11,11,11,0,0,0,11,11,complete_for_current_inventory,18,8,11,5,0,2,0
working_initial_release,27-3023.00,"News Analysts, Reporters, and Journalists",CAN-27-3023-02,"Develop and present news analysis, commentary, or criticism",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,7,0,6,5,broad_product_source|industry_ecosystem|official_exact_product_verification|professional_case_registry|professional_use_registry,2,2,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; Stanford parsing incomplete; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, and lineage candidates remain open; high-salience unresolveds remain.","Finish queued and incompletely enumerated panels, resolve high-salience leads, run the blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",7,7,7,7,0,0,0,7,7,complete_for_current_inventory,9,7,7,0,0,2,0
working_initial_release,27-3043.00,Writers and Authors,CAN-27-3043-01,Create and prepare written work for a defined purpose and audience,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,20,0,6,5,application_marketplace|broad_product_source|browser_extension_marketplace|official_exact_product_verification|web_query_matrix,0,0,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; Stanford parsing incomplete; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, and lineage candidates remain open; high-salience unresolveds remain.","Finish queued and incompletely enumerated panels, resolve high-salience leads, run the blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",20,20,20,20,0,0,0,20,20,complete_for_current_inventory,21,7,20,1,0,0,0
working_initial_release,27-4032.00,Film and Video Editors,CAN-27-4032-01,Shape source footage and sound into a finished audiovisual production,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,19,0,6,6,application_marketplace|broad_product_source|industry_awards|industry_ecosystem|official_exact_product_verification|web_query_matrix,1,1,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; Stanford parsing incomplete; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, and lineage candidates remain open; high-salience unresolveds remain.","Finish queued and incompletely enumerated panels, resolve high-salience leads, run the blinded holdout and cold challenge, complete two clean low-yield rounds, then code product design.",19,19,19,19,0,0,0,19,19,complete_for_current_inventory,24,8,19,4,0,1,0
working_initial_release,29-1021.00,"Dentists, General",CAN-29-1021-01,Assess and provide comprehensive oral health care,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,15,0,5,5,independent_deployment;professional_association_web;provider_marketplace;public_web_query_matrix;structured_regulatory,3,,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Directories and marketplaces are not fully enumerated; English and U.S. availability only; high-salience classification and independent stopping tests remain incomplete.,"Classify and resolve high-salience leads, enumerate remaining panels, run a blinded holdout and cold challenge, complete two low-yield rounds, then begin product-design coding.",15,9,15,15,0,0,0,15,15,complete_for_current_inventory,19,5,15,0,1,3,0
working_initial_release,29-1021.00,"Dentists, General",CAN-29-1021-02,Plan and maintain population oral-health programs,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,4,0,5,5,government_and_public_health;independent_deployment;professional_association_web;provider_marketplace;public_web_query_matrix,2,,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Directories and marketplaces are not fully enumerated; English and U.S. availability only; high-salience classification and independent stopping tests remain incomplete.,"Classify and resolve high-salience leads, enumerate remaining panels, run a blinded holdout and cold challenge, complete two low-yield rounds, then begin product-design coding.",4,4,4,4,0,0,0,4,4,complete_for_current_inventory,8,5,4,2,0,2,0
working_initial_release,29-1051.00,Pharmacists,CAN-29-1051-01,Ensure safe and effective medication use,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,9,0,5,5,independent_deployment;professional_association_web;provider_marketplace;public_web_query_matrix;structured_regulatory,6,,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Directories and marketplaces are not fully enumerated; English and U.S. availability only; high-salience classification and independent stopping tests remain incomplete.,"Classify and resolve high-salience leads, enumerate remaining panels, run a blinded holdout and cold challenge, complete two low-yield rounds, then begin product-design coding.",9,9,9,9,0,0,0,9,9,complete_for_current_inventory,15,5,9,0,0,6,0
working_initial_release,29-1123.00,Physical Therapists,CAN-29-1123-01,Assess and deliver rehabilitative physical therapy care,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,7,0,5,5,independent_deployment;professional_association_web;provider_marketplace;public_web_query_matrix;structured_regulatory,3,,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Directories and marketplaces are not fully enumerated; English and U.S. availability only; high-salience classification and independent stopping tests remain incomplete.,"Classify and resolve high-salience leads, enumerate remaining panels, run a blinded holdout and cold challenge, complete two low-yield rounds, then begin product-design coding.",7,7,7,7,0,0,0,7,7,complete_for_current_inventory,11,5,7,0,1,3,0
working_initial_release,29-1215.00,Family Medicine Physicians,CAN-29-1215-01,Provide comprehensive longitudinal primary medical care,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,21,0,5,5,independent_deployment;professional_association_web;provider_marketplace;public_web_query_matrix;structured_regulatory,2,,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Directories and marketplaces are not fully enumerated; English and U.S. availability only; high-salience classification and independent stopping tests remain incomplete.,"Classify and resolve high-salience leads, enumerate remaining panels, run a blinded holdout and cold challenge, complete two low-yield rounds, then begin product-design coding.",21,21,21,21,0,0,0,21,21,complete_for_current_inventory,24,5,21,1,0,2,0
working_initial_release,31-1131.00,Nursing Assistants,CAN-31-1131-01,Provide and monitor basic daily patient care,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,16,0,7,7,competitor_and_integration_snowball;government_and_public_health;independent_deployment;professional_association_web;provider_marketplace;public_web_query_matrix;structured_regulatory,2,2,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Directories and marketplaces are not fully enumerated; English and U.S. availability only; embedded and regional products may be missed; no independent holdout or low-yield stopping test.,"Resolve high-salience candidates, enumerate remaining panels, run a blinded holdout and cold challenge, complete two low-yield rounds, then begin product-design coding.",16,15,16,16,0,0,0,16,16,complete_for_current_inventory,22,7,16,4,0,2,0
working_initial_release,31-9092.00,Medical Assistants,CAN-31-9092-01,Coordinate ambulatory appointments and front-office services,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,19,0,6,6,competitor_and_integration_snowball;ehr_marketplace;independent_deployment;professional_association_web;provider_marketplace;public_web_query_matrix,3,3,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Directories and marketplaces are not fully enumerated; English and U.S. availability only; embedded and regional products may be missed; no independent holdout or low-yield stopping test.,"Resolve high-salience candidates, enumerate remaining panels, run a blinded holdout and cold challenge, complete two low-yield rounds, then begin product-design coding.",19,19,19,19,0,0,0,19,19,complete_for_current_inventory,25,6,19,3,0,3,0
working_initial_release,31-9092.00,Medical Assistants,CAN-31-9092-02,Prepare patients and support clinical examination and treatment,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,12,0,7,7,competitor_and_integration_snowball;ehr_marketplace;independent_deployment;professional_association_web;provider_marketplace;public_web_query_matrix;structured_regulatory,2,2,not_run,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Directories and marketplaces are not fully enumerated; English and U.S. availability only; embedded and regional products may be missed; no independent holdout or low-yield stopping test.,"Resolve high-salience candidates, enumerate remaining panels, run a blinded holdout and cold challenge, complete two low-yield rounds, then begin product-design coding.",12,12,12,12,0,0,0,12,12,complete_for_current_inventory,18,7,12,4,0,2,0
working_initial_release,33-2011.00,Firefighters,CAN-33-2011-01,Respond to and resolve fires and other emergencies,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,7,0,8,7,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|web_query_matrix,1,1,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",7,6,7,7,0,0,0,7,7,complete_for_current_inventory,8,9,7,0,0,1,0
working_initial_release,33-2011.00,Firefighters,CAN-33-2011-02,Reduce fire risk through inspection and public prevention education,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,3,0,8,7,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|web_query_matrix,0,0,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",3,3,3,3,0,0,0,3,3,complete_for_current_inventory,3,8,3,0,0,0,0
working_initial_release,33-9032.00,Security Guards,CAN-33-9032-01,"Secure premises, control access, and respond to incidents",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,10,0,8,7,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|web_query_matrix,1,1,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",10,10,10,10,0,0,0,10,10,complete_for_current_inventory,12,10,10,1,0,1,0
working_initial_release,35-2021.00,Food Preparation Workers,CAN-35-2021-01,Prepare and stage food safely for service,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,2,0,9,9,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_awards|industry_ecosystem|official_exact_product_verification|public_deployment_panel|web_query_matrix,1,1,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",2,2,2,2,0,0,0,2,2,complete_for_current_inventory,5,11,2,2,0,1,0
working_initial_release,35-3031.00,Waiters and Waitresses,CAN-35-3031-01,Serve dining patrons from order through payment,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,7,0,9,9,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_awards|industry_ecosystem|official_exact_product_verification|public_deployment_panel|web_query_matrix,1,1,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",7,5,7,7,0,0,0,7,7,complete_for_current_inventory,8,10,7,0,0,1,0
working_initial_release,37-2021.00,Pest Control Workers,CAN-37-2021-01,Diagnose and resolve pest infestations,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,2,0,8,8,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|research_and_evaluation_registry|web_query_matrix,5,5,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",2,2,2,2,0,0,0,2,2,complete_for_current_inventory,8,10,2,0,1,5,0
working_initial_release,37-3011.00,Landscaping and Groundskeeping Workers,CAN-37-3011-01,Maintain landscaped grounds and outdoor features,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,3,0,8,7,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|web_query_matrix,1,1,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",3,3,3,3,0,0,0,3,3,complete_for_current_inventory,4,9,3,0,0,1,0
working_initial_release,37-3011.00,Landscaping and Groundskeeping Workers,CAN-37-3011-02,Establish or renovate landscapes and grounds features,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,1,0,8,7,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|web_query_matrix,0,0,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",1,1,1,1,0,0,0,1,1,complete_for_current_inventory,1,8,1,0,0,0,0
working_initial_release,39-9011.00,Childcare Workers,CAN-39-9011-01,Provide safe daily care and developmental support for children,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,8,0,8,8,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|public_procurement_and_evaluation|web_query_matrix,1,1,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",8,8,8,8,0,0,0,8,8,complete_for_current_inventory,12,10,8,3,0,1,0
working_initial_release,39-9031.00,Exercise Trainers and Group Fitness Instructors,CAN-39-9031-01,Design and deliver safe individualized fitness instruction,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,7,0,9,8,application_marketplace|broad_product_source|cloud_marketplace|consumer_application_marketplace|incumbent_provider_archive|industry_ecosystem|official_exact_product_verification|web_query_matrix,3,3,not_run,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"Panels not enumerated to end; no independent holdout or recall estimate; no cold challenge; no two consecutive low-yield rounds; long-tail, regional, embedded, marketplace, reseller, and product-lineage candidates remain open; high-salience unresolveds remain.","Enumerate planned panels to their accessible end, resolve high-salience leads, run independent holdout and cold challenge, complete two low-yield rounds, then code product design.",7,7,7,7,0,0,0,7,7,complete_for_current_inventory,10,10,7,0,0,3,0
working_initial_release,41-3021.00,Insurance Sales Agents,CAN-41-3021-01,"Advise on, sell, and service insurance coverage",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,43,0,0,0,,3,,not_completed,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"New high-salience products reset the stopping test; mandatory structured panels, four-family coverage, independent recall estimate, two clean low-yield rounds, and a cold 50-candidate challenge remain incomplete.","Complete structured panels, identity review, design coding, independent holdout, cold challenge, and two clean low-yield rounds.",42,40,43,43,0,0,0,42,42,complete_for_current_inventory,59,7,43,8,4,4,0
working_initial_release,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",CAN-41-4011-01,Sell and support technical and scientific products,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,27,0,18,5,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|web_query_matrix,1,1,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",27,27,27,27,0,0,0,27,27,complete_for_current_inventory,29,18,27,0,1,1,0
working_initial_release,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",CAN-43-3031-01,Maintain and verify routine financial transaction records,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,90,0,0,0,,0,,not_completed,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,No exhaustive marketplace or provider-catalog enumeration; no blinded second-coder holdout with recall estimate; no two consecutive clean low-yield rounds; long-tail and regional variants remain open.,"Complete structured panels, identity review, design coding, independent holdout, cold challenge, and two clean low-yield rounds.",90,87,90,90,0,0,0,90,90,complete_for_current_inventory,90,1,90,0,0,0,0
working_initial_release,43-3071.00,Tellers,CAN-43-3071-01,"Process, safeguard, and reconcile retail banking transactions",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,47,0,0,0,,7,,not_completed,not_completed,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,"New high-salience products reset the stopping test; mandatory structured panels, four-family coverage, independent recall estimate, two clean low-yield rounds, and a cold 50-candidate challenge remain incomplete.","Complete structured panels, identity review, design coding, independent holdout, cold challenge, and two clean low-yield rounds.",47,45,47,47,0,0,0,47,47,complete_for_current_inventory,61,5,47,5,0,9,0
working_initial_release,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",CAN-43-5032-01,Dispatch and coordinate field resources and service work,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,16,0,18,5,application_marketplace|broad_product_source|cloud_marketplace|incumbent_provider_archive|web_query_matrix,4,4,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",16,16,16,16,0,0,0,16,16,complete_for_current_inventory,22,18,16,1,1,4,0
working_initial_release,45-2091.00,Agricultural Equipment Operators,CAN-45-2091-01,Operate agricultural equipment for field production and post-harvest handling,US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,11,0,17,6,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|research_and_evaluation_registry|web_query_matrix,3,3,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",11,8,11,11,0,0,0,11,11,complete_for_current_inventory,17,17,11,2,1,3,0
working_initial_release,45-4022.00,Logging Equipment Operators,CAN-45-4022-01,"Fell, process, and grade timber with logging equipment",US first wave; separately documented foreign calibration rows may exist,English,active_search,0,0,2,0,15,5,application_marketplace|cloud_marketplace|incumbent_provider_archive|industry_ecosystem|web_query_matrix,2,2,not_estimated,not_run,not_saturated,No comprehensive current-product claim; counts reflect live calibration rows and explicitly labeled provisional staging only.,Structured marketplace/exhibitor panels not enumerated to an accessible end; independent holdout and cold-start challenge not completed; unresolved high-salience leads remain.,"Complete panel end-enumeration where accessible, resolve high-salience leads, run independent holdout and cold-start challenge, then assess stopping rules. Then complete independently reviewed product-design coding.",2,2,2,2,0,0,0,2,2,complete_for_current_inventory,5,15,2,0,1,2,0
