company_id,company_name,company_name_aliases,parent_company_id,company_description,company_website_url,company_founded_date,company_founded_date_precision,headquarters_country_code,headquarters_subdivision_code,company_status,company_status_date_assessed,company_source_url,company_source_access_date,catalog_status,catalog_source_count,catalog_source_files
joell_alex1,Joell-Alex1,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/actions/gemini-pr-reviewer-by-joell-alex1,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
joleksiysurovtsev,joleksiysurovtsev,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/joleksiysurovtsev/gradle-claude-code-review-plugin,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
jomatsu,jomatsu,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/actions/gemini-review-bot,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
jonghakseo,Jonghakseo,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/actions/pull-request-with-chatgpt,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
jose_m_nieves,José M. Nieves,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://plugins.jetbrains.com/,,unknown,,,active,2026-08-20,https://plugins.jetbrains.com/plugin/32492-sigil--coding-assistant,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
josephsenior,josephsenior,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/josephsenior/Grinta-Coding-Agent,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
joshtune,joshtune,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/joshtune/mx-workflow,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
josiahbryan,josiahbryan,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/roastmycode-ai,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
josycodes,josycodes,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/josycodes/first-reviewer,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
joysonais,JoysonAIS,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=joysonais.jaic,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
jsonbored,JSONbored,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/JSONbored/loopover,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
jstilb,jstilb,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/jstilb/llm-eval-framework,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
junjiechen_yuyaojiang,JunjieChen-YuyaoJiang,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=JunjieChen-YuyaoJiang.njust-ai,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
just_another_agent_factory,Just-Another-Agent-Factory,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/Just-Another-Agent-Factory/jaf,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
just_bruce_ai,Just Bruce AI,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://plugins.jetbrains.com/,,unknown,,,active,2026-08-20,https://plugins.jetbrains.com/plugin/33525-just-bruce-ai,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
jyjeanne,jyjeanne,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/jyjeanne/crustly,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
k15t,K15t,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.atlassian.com/,,unknown,,,active,2026-08-20,https://marketplace.atlassian.com/apps/1211636/scroll-sites-for-confluence-help-centers-blogs-websites?tab=overview,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
k1my3ch4n,k1my3ch4n,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/actions/ai-test-helper,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
k4tron,K4tron,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=K4tron.k4tron-coder,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kacemmathlouthi,KacemMathlouthi,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/KacemMathlouthi/metis,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kafm,kafm,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=kafm.opencompletion,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kai_wood,Kai Wood,kaiwood,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=kaiwood.tauren,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kaka_cheaper,Kaka-cheaper,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/Kaka-cheaper/codeSee,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kalab_tenadeg,kalab tenadeg,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=kalabtenadeg.brixa,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kalmuraee,Kalmuraee,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/Kalmuraee/OpenMagic,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kanbanai_cnqttd,kanbanai-CNQTTD,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=kanbanai.kanbanai-code,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kandawa,KanDaWa,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://plugins.jetbrains.com/,,unknown,,,active,2026-08-20,https://plugins.jetbrains.com/plugin/29692-auto-git-cr,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
karan_manhas,Karan-Manhas,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/Karan-Manhas/model_context_protocol_mvp,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
karanpraja902,karanpraja902,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/karanpraja902/ai-code-review-platform,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
karim_53,Karim-53,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/actions/typilus-suggest-python-type-annotations-with-ai-fix,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
karolswdev,karolswdev,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/karolswdev/guildr,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
karthic_raja,Karthic Raja,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=KarthicRaja.postman-lite-copilot-extension,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kartkbhalodiya,kartkbhalodiya,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=kartkbhalodiya.altru-coder-agent-by-kartik,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kasimmj,kasimmj,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/kasimmj/pr-ai-reviewer,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kaskol10,kaskol10,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/actions/self-hosted-renovate-review,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
keelcode,KeelCode,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=KeelCode.keeltest,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
keerthika3797,Keerthika3797,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/Keerthika3797/mcp_integration,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kelibang,kelibang,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=kelibang.kelibang,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kenneth_huang,Kenneth Huang,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=KennethHuang.unittest-mcp,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kevin_gilpin,Kevin Gilpin,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=kgilpin.opentips,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kevin_kidd,kevin-kidd,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=kevin-kidd.aicommit-vscode,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kevinfalck,KevinFalck,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/actions/ghostapi-security-scan,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kevinpbuckley,kevinpbuckley,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/kevinpbuckley/VibeUE,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
keyhan_a,KEYHAN-A,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/KEYHAN-A/local-ai-agent-orchestrator,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
khaledbourghida,khaledbourghida,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/khaledbourghida/specter,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
khaosai,KhaosAI,axenex,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=KhaosAI.khaosai,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kilo_org,Kilo-Org,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/kiloconnect,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kishormorol,kishormorol,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/kishormorol/nightaudit,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kitpilot,KitPilot,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=KitPilot.kit-pilot,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
klaatai,KlaatAI,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=KlaatAI.klaatai,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
klepa_ai,Klepa AI,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=copy-code.copy-coder,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kmfink,kmfink,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://plugins.jetbrains.com/,,unknown,,,active,2026-08-20,https://plugins.jetbrains.com/plugin/30307-claude-review,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
knifeyspoony,knifeyspoony,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/knifeyspoony/ghidra-copilot,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
knkenko,knkenko,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/knkenko/pr-review-swarm,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
knnarro,knnarro,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://github.com/,,unknown,,,active,2026-08-20,https://github.com/marketplace/actions/ai-pr-generator,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
koda_agent,Koda Agent,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=KodaAgent.koda-agent,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kodely,Kodely,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=Kodely.kodely,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
kodu_ai,kodu-ai,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=kodu-ai.claude-dev-experimental,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
komeiji_shiki,Komeiji-Shiki,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=Komeiji-Shiki.graycode,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
korner_ai,Korner AI,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=KornerAI.korner-ai-agent,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
korvex_systems,Korvex Systems,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.atlassian.com/,,unknown,,,active,2026-08-20,https://marketplace.atlassian.com/apps/1969834319/atlai-ai-for-jira?tab=overview,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
koushik_sen,Koushik Sen,,,"Provider, publisher, or maintainer represented in the frozen SWD-01 lower-bound catalog (positive_inclusion_audit).",https://marketplace.visualstudio.com/,,unknown,,,active,2026-08-20,https://marketplace.visualstudio.com/items?itemName=ksenxx.kiss-sorcar,2026-08-20,frozen_lower_bound_not_saturated,1,research_staging/software_product_census/swd_postfreeze_v0_3_3_20260820/final_frozen_lower_bound_v0_3_4/company_general_info_frozen_lower_bound_v0_3_4.csv
